dataset	nb_rows	column	value	type	nb_levels	is_row	description	controlled_term	units	term_url
ds000239	3	age	n/a	int64	3	True	Participant age	n/a	n/a	n/a
ds000240	63	participant_id	n/a	object	63	True	n/a	nb:ParticipantID	n/a	n/a
ds000240	63	Age	n/a	int64	32	True	n/a	n/a	n/a	n/a
ds000240	63	Gender	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds000240	63	Gender	F	n/a	0	False	n/a	n/a	n/a	n/a
ds000240	63	Gender	M	n/a	0	False	n/a	n/a	n/a	n/a
ds000240	63	MMSE	n/a	float64	7	True	n/a	n/a	n/a	n/a
ds000240	63	CERAD word list	n/a	float64	11	True	n/a	n/a	n/a	n/a
ds000240	63	WMS-III logical memory I	n/a	float64	23	True	n/a	n/a	n/a	n/a
ds000240	63	WSM-III logical memory II	n/a	float64	17	True	n/a	n/a	n/a	n/a
ds000240	63	WAIS-III digits test	n/a	float64	12	True	n/a	n/a	n/a	n/a
ds000240	63	CERAD Constructional praxis	n/a	float64	4	True	n/a	n/a	n/a	n/a
ds000240	63	CERAD Construtional praxis (delayed)	n/a	float64	7	True	n/a	n/a	n/a	n/a
ds000240	63	STROOP reading	n/a	float64	25	True	n/a	n/a	n/a	n/a
ds000240	63	STROOP color	n/a	float64	25	True	n/a	n/a	n/a	n/a
ds000240	63	STROOP interference	n/a	float64	22	True	n/a	n/a	n/a	n/a
ds000240	63	TMT A	n/a	float64	22	True	n/a	n/a	n/a	n/a
ds000240	63	TMT B	n/a	float64	27	True	n/a	n/a	n/a	n/a
ds000240	63	Phonetic fluency	n/a	float64	20	True	n/a	n/a	n/a	n/a
ds000240	63	Semantic fluency	n/a	float64	19	True	n/a	n/a	n/a	n/a
ds000240	63	BNT	n/a	float64	17	True	n/a	n/a	n/a	n/a
ds000243	120	participant_id	n/a	object	120	True	n/a	nb:ParticipantID	n/a	n/a
ds000243	120	Age	n/a	float64	111	True	n/a	n/a	n/a	n/a
ds000243	120	Gender	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds000243	120	Gender	F	n/a	0	False	n/a	n/a	n/a	n/a
ds000243	120	Gender	M	n/a	0	False	n/a	n/a	n/a	n/a
ds000243	120	Handedness	n/a	object	1	True	n/a	n/a	n/a	n/a
ds000243	120	Handedness	R	n/a	0	False	n/a	n/a	n/a	n/a
ds000243	120	Native English Only	n/a	yes_no	1	True	n/a	n/a	n/a	n/a
ds000243	120	Total rest minutes	n/a	float64	14	True	n/a	n/a	n/a	n/a
ds000244	12	participant_id	n/a	object	12	True	n/a	nb:ParticipantID	n/a	n/a
ds000244	12	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds000244	12	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds000244	12	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds000244	12	age	n/a	nb:euro	12	True	n/a	n/a	n/a	n/a
ds000244	12	handedness score	n/a	float64	5	True	n/a	n/a	n/a	n/a
ds000245	45	participant_id	n/a	object	45	True	n/a	nb:ParticipantID	n/a	n/a
ds000245	45	Age	n/a	int64	20	True	n/a	n/a	n/a	n/a
ds000245	45	Gender	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds000245	45	Gender	M	n/a	0	False	n/a	n/a	n/a	n/a
ds000245	45	Gender	F	n/a	0	False	n/a	n/a	n/a	n/a
ds000245	45	ACER	n/a	int64	13	True	n/a	n/a	n/a	n/a
ds000245	45	MMSE	n/a	int64	4	True	n/a	n/a	n/a	n/a
ds000245	45	OSITJ	n/a	int64	11	True	n/a	n/a	n/a	n/a
ds000246	2	participant_id	n/a	object	2	True	n/a	nb:ParticipantID	n/a	n/a
ds000246	2	age	n/a	float64	2	True	Age of the participant	n/a	n/a	n/a
ds000246	2	sex	n/a	object	2	True	Sex of the participant	nb:Sex	n/a	n/a
ds000246	2	sex	Male	n/a	0	False	Male	n/a	n/a	n/a
ds000246	2	sex	Female	n/a	0	False	Female	n/a	n/a	n/a
ds000246	2	sex		n/a	0	False	n/a	n/a	n/a	n/a
ds000246	2	dominant_hand	n/a	object	2	True	Dominant hand of the participant	n/a	n/a	n/a
ds000246	2	dominant_hand	Left	n/a	0	False	Left	n/a	n/a	n/a
ds000246	2	dominant_hand	Right	n/a	0	False	Right	n/a	n/a	n/a
ds000246	2	dominant_hand		n/a	0	False	n/a	n/a	n/a	n/a
ds000247	6	participant_id	n/a	object	6	True	n/a	nb:ParticipantID	n/a	n/a
ds000247	6	age	n/a	float64	6	True	Age of the participant	n/a	n/a	n/a
ds000247	6	sex	n/a	object	3	True	Sex of the participant	nb:Sex	n/a	n/a
ds000247	6	sex	Male	n/a	0	False	Male	n/a	n/a	n/a
ds000247	6	sex	Female	n/a	0	False	Female	n/a	n/a	n/a
ds000247	6	sex		n/a	0	False	n/a	n/a	n/a	n/a
ds000247	6	dominant_hand	n/a	object	3	True	Dominant hand of the participant	n/a	n/a	n/a
ds000247	6	dominant_hand	Left	n/a	0	False	Left	n/a	n/a	n/a
ds000247	6	dominant_hand	Right	n/a	0	False	Right	n/a	n/a	n/a
ds000247	6	dominant_hand		n/a	0	False	n/a	n/a	n/a	n/a
ds000248	2	participant_id	n/a	object	2	True	Unique participant identifier	nb:ParticipantID	n/a	n/a
ds000248	2	age	n/a	float64	1	True	Age of the participant at time of testing	n/a	n/a	n/a
ds000248	2	sex	n/a	float64	1	True	Biological sex of the participant	nb:Sex	n/a	n/a
ds000248	2	hand	n/a	float64	1	True	Handedness of the participant	n/a	n/a	n/a
ds000249	26	participant_id	n/a	object	26	True	n/a	nb:ParticipantID	n/a	n/a
ds000249	26	age	n/a	int64	11	True	n/a	n/a	n/a	n/a
ds000249	26	gender_F	n/a	int64	2	True	n/a	nb:Sex	n/a	n/a
ds000253	20	participant_id	n/a	object	20	True	n/a	nb:ParticipantID	n/a	n/a
ds000253	20	group	n/a	object	2	True	n/a	n/a	n/a	n/a
ds000253	20	group	Gamer	n/a	0	False	n/a	n/a	n/a	n/a
ds000253	20	group	Non-gamer	n/a	0	False	n/a	n/a	n/a	n/a
ds000253	20	ageAtFirstScanYears	n/a	int64	11	True	n/a	n/a	n/a	n/a
ds000253	20	handedness	n/a	object	1	True	n/a	n/a	n/a	n/a
ds000253	20	handedness	R	n/a	0	False	n/a	n/a	n/a	n/a
ds000253	20	sex	n/a	object	1	True	n/a	nb:Sex	n/a	n/a
ds000253	20	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds000253	20	EstimateOfHoursPlayingActionVideoGamesPerweekInLastYear	n/a	int64	10	True	n/a	n/a	n/a	n/a
ds000254	13	participant_id	n/a	object	13	True	n/a	nb:ParticipantID	n/a	n/a
ds000254	13	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds000254	13	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds000254	13	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds000254	13	age	n/a	int64	10	True	n/a	n/a	n/a	n/a
ds000254	13	handedness	n/a	object	1	True	n/a	n/a	n/a	n/a
ds000254	13	handedness	R	n/a	0	False	n/a	n/a	n/a	n/a
ds000256	24	participant_id	n/a	object	24	True	n/a	nb:ParticipantID	n/a	n/a
ds000256	24	age	n/a	float64	23	True	n/a	n/a	n/a	n/a
ds000256	24	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds000256	24	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds000256	24	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds000256	24	group	n/a	object	1	True	n/a	n/a	n/a	n/a
ds000256	24	group	control	n/a	0	False	n/a	n/a	n/a	n/a
ds001021	1	participant_id	n/a	object	1	True	n/a	nb:ParticipantID	n/a	n/a
ds001021	1	age	n/a	float64	1	True	n/a	n/a	n/a	n/a
ds001021	1	sex	n/a	object	1	True	n/a	nb:Sex	n/a	n/a
ds001021	1	sex	FEMALE	n/a	0	False	n/a	n/a	n/a	n/a
ds001021	1	handedness	n/a	object	1	True	n/a	n/a	n/a	n/a
ds001021	1	handedness	RIGHT	n/a	0	False	n/a	n/a	n/a	n/a
ds001110	37	participant_id	n/a	object	37	True	n/a	nb:ParticipantID	n/a	n/a
ds001110	37	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001110	37	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001110	37	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001110	37	age	n/a	int64	9	True	n/a	n/a	n/a	n/a
ds001110	37	mem_score	n/a	float64	37	True	n/a	n/a	n/a	n/a
ds001131	54	participant_id	n/a	object	54	True	n/a	nb:ParticipantID	n/a	n/a
ds001131	54	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001131	54	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001131	54	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001131	54	age	n/a	int64	12	True	n/a	n/a	n/a	n/a
ds001161	2	participant_id	n/a	object	2	True	n/a	nb:ParticipantID	n/a	n/a
ds001167	40	participant_id	n/a	object	40	True	n/a	nb:ParticipantID	n/a	n/a
ds001168	22	participant_id	n/a	object	22	True	n/a	nb:ParticipantID	n/a	n/a
ds001168	22	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001168	22	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001168	22	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001168	22	age_at_first_scan_years	n/a	int64	8	True	n/a	n/a	n/a	n/a
ds001168	22	number_of_scans_before	n/a	int64	17	True	n/a	n/a	n/a	n/a
ds001168	22	handedness	n/a	int64	7	True	n/a	n/a	n/a	n/a
ds001178	23	participant_id	n/a	object	23	True	n/a	nb:ParticipantID	n/a	n/a
ds001178	23	source	n/a	object	7	True	n/a	n/a	n/a	n/a
ds001178	23	source	Ben Inglis <binglis@berkeley.edu>	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	source	Arielle Tambini <tambini@berkeley.edu>	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	source	Stephanie A. Gagnon <sgagnon@stanford.edu>	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	source	Kate Mills @le_feufollet	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	source	OpenfMRI ds000045	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	source	PoldrackLab	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	source	OpenfMRI ds000001 (https://openfmri.org/dataset/ds000001/)	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	n/a	object	23	True	n/a	n/a	n/a	n/a
ds001178	23	problem	No issues	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	func lots of spikes in the first 50 or so volumes	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	func bad ghost	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	T1 motion	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	func spikes (loose RF connector)	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	func two small spikes	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	func motion	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	spin history	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	T1 motion; Motion in superior frontal (slice 091:146)	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	spikes	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	T1 Minor motion; Motion in superior frontal and parietal cortex; some pixelated artefact in superior parietal	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	func motion eye	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	func motion talking	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	func motion pace nodding	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	func motion intl nodding	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	slice leakage	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	T1 Minor motion; Motion from 139:165 in superior frontal; pixelated artefact from 86:101 in superior parietal; possible cyst on slice 141 in superior frontal	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	func motion head nod	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	T1 Minor Motion; Motion from slide 95-143 in superior frontal	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	func motion swallow cough	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	T1 motion; Failed both T1 and Cort Recon	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	T1 motion; Minor motion slice 89:126; 146:151	n/a	0	False	n/a	n/a	n/a	n/a
ds001178	23	problem	func motion feet move	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	participant_id	n/a	object	36	True	n/a	nb:ParticipantID	n/a	n/a
ds001226	36	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001226	36	 sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	 sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	age	n/a	int64	25	True	n/a	n/a	n/a	n/a
ds001226	36	tumor type & grade	n/a	object	11	True	n/a	n/a	n/a	n/a
ds001226	36	tumor type & grade	none	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor type & grade	Astrocytoma II	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor type & grade	Glioma II	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor type & grade	Meningioma I	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor type & grade	Oligo-astrocytoma II	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor type & grade	Anaplastic astrocytoma III	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor type & grade	Meningioma II	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor type & grade	Oligo-astrocytoma III	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor type & grade	Oligodendroglioma II	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor type & grade	Anaplastic astrocytoma II-III	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor type & grade	Ependymoma II	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor size (cub cm)	n/a	float64	26	True	n/a	n/a	n/a	n/a
ds001226	36	tumor location	n/a	object	7	True	n/a	n/a	n/a	n/a
ds001226	36	tumor location	none	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor location	Temporal	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor location	Frontal skullbase	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor location	Frontal	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor location	Skullbase	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor location	Fronto-temporal	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	tumor location	Parietal	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	fmri TR	n/a	int64	2	True	n/a	n/a	n/a	n/a
ds001226	36	handedness	n/a	float64	7	True	n/a	n/a	n/a	n/a
ds001226	36	height (cm)	n/a	int64	21	True	n/a	n/a	n/a	n/a
ds001226	36	weight (kg)	n/a	int64	27	True	n/a	n/a	n/a	n/a
ds001226	36	STAI	n/a	int64	26	True	n/a	n/a	n/a	n/a
ds001226	36	PSWQ	n/a	int64	25	True	n/a	n/a	n/a	n/a
ds001226	36	ERQ reappraisal	n/a	int64	19	True	n/a	n/a	n/a	n/a
ds001226	36	ERQ suppression	n/a	int64	16	True	n/a	n/a	n/a	n/a
ds001226	36	ERQ processing	n/a	float64	12	True	n/a	n/a	n/a	n/a
ds001226	36	ERQ expression	n/a	float64	13	True	n/a	n/a	n/a	n/a
ds001226	36	Loneliness	n/a	int64	23	True	n/a	n/a	n/a	n/a
ds001226	36	Marital status	n/a	object	4	True	n/a	n/a	n/a	n/a
ds001226	36	Marital status	Divorced	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	Marital status	Widow(er)	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	Marital status	Cohabiting	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	Marital status	Married	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	Education level (1-9)	n/a	int64	5	True	n/a	n/a	n/a	n/a
ds001226	36	Employment	n/a	object	5	True	n/a	n/a	n/a	n/a
ds001226	36	Employment	Housewive/houseman	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	Employment	Retired	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	Employment	Sickleave	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	Employment	Unemployed	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	Employment	Employed	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	Sport frequency/week	n/a	float64	9	True	n/a	n/a	n/a	n/a
ds001226	36	Smoking	n/a	object	3	True	n/a	n/a	n/a	n/a
ds001226	36	Smoking	Quitted	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	Smoking	Yes	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	Smoking	Never	n/a	0	False	n/a	n/a	n/a	n/a
ds001226	36	Cafeine index	n/a	float64	34	True	n/a	n/a	n/a	n/a
ds001226	36	Alcohol index current	n/a	float64	24	True	n/a	n/a	n/a	n/a
ds001226	36	Alcohol index lifetime	n/a	float64	23	True	n/a	n/a	n/a	n/a
ds001226	36	MOT_latency_mean	n/a	float64	36	True	n/a	n/a	n/a	n/a
ds001226	36	MOT_latency_md	n/a	float64	36	True	n/a	n/a	n/a	n/a
ds001226	36	MOT_error_mean	n/a	float64	36	True	n/a	n/a	n/a	n/a
ds001226	36	RTI_simple_accuracy	n/a	float64	4	True	n/a	n/a	n/a	n/a
ds001226	36	RTI_simpleRT_mean	n/a	float64	36	True	n/a	n/a	n/a	n/a
ds001226	36	RTI_simpleRT_md	n/a	float64	35	True	n/a	n/a	n/a	n/a
ds001226	36	RTI_simpleRT_sd	n/a	float64	36	True	n/a	n/a	n/a	n/a
ds001226	36	RTI_simpleMT_mean	n/a	float64	36	True	n/a	n/a	n/a	n/a
ds001226	36	RTI_simpleMT_md	n/a	float64	35	True	n/a	n/a	n/a	n/a
ds001226	36	RTI_simpleMT_sd	n/a	float64	36	True	n/a	n/a	n/a	n/a
ds001226	36	RTI_five_accuracy	n/a	float64	3	True	n/a	n/a	n/a	n/a
ds001226	36	RTI_fiveMT	n/a	float64	35	True	n/a	n/a	n/a	n/a
ds001226	36	RTI_fiveRT	n/a	float64	35	True	n/a	n/a	n/a	n/a
ds001226	36	RTI_fiveRT_sd	n/a	float64	36	True	n/a	n/a	n/a	n/a
ds001226	36	RTI_fiveMT_mean	n/a	float64	36	True	n/a	n/a	n/a	n/a
ds001226	36	RTI_fiveMT_md	n/a	float64	36	True	n/a	n/a	n/a	n/a
ds001226	36	RTI_fiveMT_sd	n/a	float64	36	True	n/a	n/a	n/a	n/a
ds001226	36	RVP_A	n/a	float64	18	True	n/a	n/a	n/a	n/a
ds001226	36	RVP_probhit	n/a	float64	17	True	n/a	n/a	n/a	n/a
ds001226	36	RVP_falsealarms	n/a	float64	8	True	n/a	n/a	n/a	n/a
ds001226	36	RVP_latancy_mean	n/a	float64	35	True	n/a	n/a	n/a	n/a
ds001226	36	RVP_latency_md	n/a	float64	31	True	n/a	n/a	n/a	n/a
ds001226	36	SOC_prob_minmoves	n/a	float64	8	True	n/a	n/a	n/a	n/a
ds001226	36	SOC_meanmoves2	n/a	float64	3	True	n/a	n/a	n/a	n/a
ds001226	36	SOC_meanmoves3	n/a	float64	7	True	n/a	n/a	n/a	n/a
ds001226	36	SOC_meanmoves4	n/a	float64	12	True	n/a	n/a	n/a	n/a
ds001226	36	SOC_meanmoves5	n/a	float64	16	True	n/a	n/a	n/a	n/a
ds001226	36	SSP_spanlength	n/a	float64	7	True	n/a	n/a	n/a	n/a
ds001228	24	participant_id	n/a	object	24	True	n/a	nb:ParticipantID	n/a	n/a
ds001228	24	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001228	24	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001228	24	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001228	24	age	n/a	int64	13	True	n/a	n/a	n/a	n/a
ds001229	27	participant_id	n/a	object	27	True	n/a	nb:ParticipantID	n/a	n/a
ds001229	27	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001229	27	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001229	27	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001229	27	age	n/a	int64	11	True	n/a	n/a	n/a	n/a
ds001232	21	participant_id	n/a	object	21	True	n/a	nb:ParticipantID	n/a	n/a
ds001232	21	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001232	21	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001232	21	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001232	21	age	n/a	int64	10	True	n/a	n/a	n/a	n/a
ds001233	18	participant_id	n/a	object	18	True	n/a	nb:ParticipantID	n/a	n/a
ds001233	18	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001233	18	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001233	18	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001233	18	handedness	n/a	object	1	True	n/a	n/a	n/a	n/a
ds001233	18	handedness	R	n/a	0	False	n/a	n/a	n/a	n/a
ds001233	18	group	n/a	object	2	True	n/a	n/a	n/a	n/a
ds001233	18	group	control	n/a	0	False	n/a	n/a	n/a	n/a
ds001233	18	group	trained	n/a	0	False	n/a	n/a	n/a	n/a
ds001241	24	participant_id	n/a	object	24	True	n/a	nb:ParticipantID	n/a	n/a
ds001241	24	age	n/a	int64	13	True	n/a	n/a	n/a	n/a
ds001241	24	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001241	24	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001241	24	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001241	24	handedness	n/a	object	2	True	n/a	n/a	n/a	n/a
ds001241	24	handedness	L	n/a	0	False	n/a	n/a	n/a	n/a
ds001241	24	handedness	R	n/a	0	False	n/a	n/a	n/a	n/a
ds001242	52	participant_id	n/a	object	52	True	n/a	nb:ParticipantID	n/a	n/a
ds001242	52	group	n/a	object	2	True	n/a	n/a	n/a	n/a
ds001242	52	group	older	n/a	0	False	n/a	n/a	n/a	n/a
ds001242	52	group	younger	n/a	0	False	n/a	n/a	n/a	n/a
ds001242	52	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001242	52	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001242	52	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001297	33	participant_id	n/a	object	33	True	n/a	nb:ParticipantID	n/a	n/a
ds001297	33	age	n/a	int64	12	True	n/a	n/a	n/a	n/a
ds001297	33	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001297	33	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001297	33	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001299	19	participant_id	n/a	object	19	True	n/a	nb:ParticipantID	n/a	n/a
ds001299	19	Sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001299	19	Sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001299	19	Sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001299	19	Age	n/a	int64	14	True	n/a	n/a	n/a	n/a
ds001306	17	participant_id	n/a	object	17	True	n/a	nb:ParticipantID	n/a	n/a
ds001306	17	age	n/a	float64	17	True	n/a	n/a	n/a	n/a
ds001306	17	gender	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001306	17	gender	f	n/a	0	False	n/a	n/a	n/a	n/a
ds001306	17	gender	m	n/a	0	False	n/a	n/a	n/a	n/a
ds001306	17	handedness	n/a	object	1	True	n/a	n/a	n/a	n/a
ds001306	17	handedness	r	n/a	0	False	n/a	n/a	n/a	n/a
ds001338	22	participant_id	n/a	object	22	True	n/a	nb:ParticipantID	n/a	n/a
ds001338	22	age	n/a	int64	13	True	n/a	n/a	n/a	n/a
ds001338	22	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001338	22	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001338	22	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001338	22	gptsa_score	n/a	int64	11	True	n/a	n/a	n/a	n/a
ds001344	15	participant_id	n/a	object	15	True	n/a	nb:ParticipantID	n/a	n/a
ds001344	15	age	n/a	int64	7	True	n/a	n/a	n/a	n/a
ds001344	15	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001344	15	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001344	15	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001345	12	participant_id	n/a	object	12	True	n/a	nb:ParticipantID	n/a	n/a
ds001345	12	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001345	12	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001345	12	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001345	12	age	n/a	float64	12	True	n/a	n/a	n/a	n/a
ds001348	28	participant_id	n/a	object	28	True	n/a	nb:ParticipantID	n/a	n/a
ds001348	28	age	n/a	int64	7	True	n/a	n/a	n/a	n/a
ds001348	28	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001348	28	sex	f	n/a	0	False	n/a	n/a	n/a	n/a
ds001348	28	sex	m	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	participant_id	n/a	object	29	True	n/a	nb:ParticipantID	n/a	n/a
ds001353	29	sex	n/a	object	2	True	n/a	nb:Sex	n/a	n/a
ds001353	29	sex	M	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	sex	F	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	n/a	ageY	16	True	n/a	n/a	n/a	n/a
ds001353	29	age	029Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	031Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	033Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	038Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	027Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	030Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	019Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	021Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	032Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	023Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	024Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	026Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	022Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	025Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	028Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001353	29	age	046Y	n/a	0	False	n/a	n/a	n/a	n/a
ds001354	28	participant_id	n/a	object	28	True	n/a	nb:ParticipantID	n/a	n/a
ds001354	28	group	n/a	object	2	True	group the participant belonged to in the experimental paradigm	n/a	n/a	n/a
ds001354	28	group	CONTROL	n/a	0	False	healthy subject	n/a	n/a	n/a
