index	dataset	column	nb_rows	value	type	nb_levels	is_row	description	controlled_term	units	term_url	isPartOf	Decision	DropReason	Notes	Annotator
1477	ds001229	participant_id	27	n/a	object	27	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1478	ds001229	sex	27	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1479	ds001229	sex	27	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1480	ds001229	sex	27	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1481	ds001229	age	27	n/a	int64	11	TRUE	n/a	nb:Age	n/a	n/a		keep			
1482	ds001232	participant_id	21	n/a	object	21	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1483	ds001232	sex	21	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1484	ds001232	sex	21	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1485	ds001232	sex	21	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1486	ds001232	age	21	n/a	int64	10	TRUE	n/a	nb:Age	n/a	n/a		keep			
1487	ds001233	participant_id	18	n/a	object	18	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1488	ds001233	sex	18	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1489	ds001233	sex	18	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1490	ds001233	sex	18	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1491	ds001233	handedness	18	n/a	object	1	TRUE	n/a	n/a	n/a	n/a		drop	model		
1492	ds001233	handedness	18	R	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1493	ds001233	group	18	n/a	object	2	TRUE	n/a	n/a	n/a	n/a		drop	model		
1494	ds001233	group	18	control	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1495	ds001233	group	18	trained	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1496	ds001241	participant_id	24	n/a	object	24	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1497	ds001241	age	24	n/a	int64	13	TRUE	n/a	nb:Age	n/a	n/a		keep			
1498	ds001241	sex	24	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1499	ds001241	sex	24	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1500	ds001241	sex	24	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1501	ds001241	handedness	24	n/a	object	2	TRUE	n/a	n/a	n/a	n/a		drop	model		
1502	ds001241	handedness	24	L	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1503	ds001241	handedness	24	R	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1504	ds001242	participant_id	52	n/a	object	52	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1505	ds001242	group	52	n/a	object	2	TRUE	n/a	n/a	n/a	n/a		drop	model		
1506	ds001242	group	52	older	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1507	ds001242	group	52	younger	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1508	ds001242	sex	52	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1509	ds001242	sex	52	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1510	ds001242	sex	52	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1511	ds001297	participant_id	33	n/a	object	33	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1512	ds001297	age	33	n/a	int64	12	TRUE	n/a	nb:Age	n/a	n/a		keep			
1513	ds001297	sex	33	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1514	ds001297	sex	33	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1515	ds001297	sex	33	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1516	ds001299	participant_id	19	n/a	object	19	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1517	ds001299	Sex	19	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1518	ds001299	Sex	19	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1519	ds001299	Sex	19	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1520	ds001299	Age	19	n/a	int64	14	TRUE	n/a	nb:Age	n/a	n/a		keep			
1521	ds001306	participant_id	17	n/a	object	17	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1522	ds001306	age	17	n/a	float64	17	TRUE	n/a	nb:Age	n/a	n/a		keep			
1523	ds001306	gender	17	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1524	ds001306	gender	17	f	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1525	ds001306	gender	17	m	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1526	ds001306	handedness	17	n/a	object	1	TRUE	n/a	n/a	n/a	n/a		drop	model		
1527	ds001306	handedness	17	r	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1528	ds001338	participant_id	22	n/a	object	22	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1529	ds001338	age	22	n/a	int64	13	TRUE	n/a	nb:Age	n/a	n/a		keep			
1530	ds001338	sex	22	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1531	ds001338	sex	22	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1532	ds001338	sex	22	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1533	ds001338	gptsa_score	22	n/a	int64	11	TRUE	n/a	n/a	n/a	n/a		drop	model		
1534	ds001344	participant_id	15	n/a	object	15	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1535	ds001344	age	15	n/a	int64	7	TRUE	n/a	nb:Age	n/a	n/a		keep			
1536	ds001344	sex	15	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1537	ds001344	sex	15	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1538	ds001344	sex	15	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1539	ds001345	participant_id	12	n/a	object	12	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1540	ds001345	sex	12	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1541	ds001345	sex	12	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1542	ds001345	sex	12	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1543	ds001345	age	12	n/a	float64	12	TRUE	n/a	nb:Age	n/a	n/a		keep			
1544	ds001348	participant_id	28	n/a	object	28	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1545	ds001348	age	28	n/a	int64	7	TRUE	n/a	nb:Age	n/a	n/a		keep			
1546	ds001348	sex	28	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1547	ds001348	sex	28	f	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1548	ds001348	sex	28	m	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1549	ds001353	participant_id	29	n/a	object	29	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1550	ds001353	sex	29	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1551	ds001353	sex	29	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1552	ds001353	sex	29	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1553	ds001353	age	29	n/a	ageY	16	TRUE	n/a	nb:Age	n/a	n/a		keep			
1554	ds001354	participant_id	28	n/a	object	28	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1555	ds001354	group	28	n/a	object	2	TRUE	group the participant belonged to in the experimental paradigm	nb:Diagnosis	n/a	n/a		keep			
1556	ds001354	group	28	CONTROL	n/a	0	FALSE	healthy subject	purl:NCIT_C94342	n/a	n/a		keep			
1557	ds001354	group	28	PD-denovo	n/a	0	FALSE	de novo Parkinson's disease patient	snomed:49049000	n/a	n/a		keep			
1558	ds001354	age	28	n/a	float64	28	TRUE	age of the participant	nb:Age	n/a	n/a		keep			
1559	ds001354	gender	28	n/a	object	2	TRUE	gender of the participant	nb:Sex	n/a	n/a		keep			
1560	ds001354	gender	28	f	n/a	0	FALSE	female	snomed:248152002	n/a	n/a		keep			
1561	ds001354	gender	28	m	n/a	0	FALSE	male	snomed:248153007	n/a	n/a		keep			
1562	ds001365	participant_id	35	n/a	object	35	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1563	ds001365	age	35	n/a	float64	34	TRUE	n/a	nb:Age	n/a	n/a		keep			
1564	ds001365	mrt	35	n/a	float64	18	TRUE	n/a	n/a	n/a	n/a		drop	model		
1565	ds001365	ppvt.raw	35	n/a	float64	25	TRUE	n/a	nb:Assessment	n/a	n/a	cogatlas:trm_5266bebe14d2e	keep			AD
1566	ds001365	sspan2.raw	35	n/a	float64	21	TRUE	n/a	n/a	n/a	n/a		drop	model		
1567	ds001365	wasi.matr.raw	35	n/a	float64	16	TRUE	n/a	nb:Assessment	n/a	n/a	cogatlas:trm_4b94affc43245	keep			
1568	ds001365	ctopp.pa.comp	35	n/a	float64	17	TRUE	n/a	nb:Assessment	n/a	n/a	cogatlas:trm_526027c99b726	keep			AD
1569	ds001365	ctopp.rln.raw	35	n/a	float64	35	TRUE	n/a	nb:Assessment	n/a	n/a	cogatlas:trm_526027c99b726	keep			AD
1570	ds001365	piat.l.raw	35	n/a	float64	13	TRUE	n/a	n/a	n/a	n/a		drop	model		
1571	ds001365	piat.r.raw	35	n/a	float64	15	TRUE	n/a	n/a	n/a	n/a		drop	model		
1572	ds001365	mcpassfluency	35	n/a	float64	35	TRUE	n/a	n/a	n/a	n/a		drop	ambiguous		
1573	ds001365	mcdecode	35	n/a	float64	35	TRUE	n/a	n/a	n/a	n/a		drop	ambiguous		
1574	ds001371	participant_id	47	n/a	object	47	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1575	ds001371	sex	47	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1576	ds001371	sex	47	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1577	ds001371	sex	47	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1578	ds001371	age	47	n/a	ageY	9	TRUE	n/a	nb:Age	n/a	n/a		keep			
1579	ds001371	group	47	n/a	object	2	TRUE	n/a	n/a	n/a	n/a		drop	ambiguous		
1580	ds001371	group	47	control	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	ambiguous		
1581	ds001371	group	47	patient	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	ambiguous		
1582	ds001378	participant_id	25	n/a	object	25	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1583	ds001378	group	25	n/a	object	2	TRUE	n/a	nb:Diagnosis	n/a	n/a		keep			AD
1584	ds001378	group	25	CONTROL	n/a	0	FALSE	n/a	purl:NCIT_C94342	n/a	n/a		keep			AD
1585	ds001378	group	25	SCA2	n/a	0	FALSE	n/a	snomed:715751004	n/a	n/a		keep			AD
1586	ds001378	age_exam_ses01	25	n/a	float64	25	TRUE	n/a	nb:Age	n/a	n/a		keep			
1587	ds001378	gender	25	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1588	ds001378	gender	25	f	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1589	ds001378	gender	25	m	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1590	ds001378	days_interval_between_ses01_and_ses02	25	n/a	int64	22	TRUE	n/a	n/a	n/a	n/a		drop	model		
1591	ds001379	participant_id	1	n/a	object	1	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1592	ds001379	sex	1	n/a	object	1	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1593	ds001379	sex	1	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1594	ds001379	age	1	n/a	int64	1	TRUE	n/a	nb:Age	n/a	n/a		keep			
1595	ds001386	participant_id	42	n/a	object	42	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1596	ds001386	age	42	n/a	int64	29	TRUE	n/a	nb:Age	n/a	n/a		keep			
1597	ds001386	sex	42	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1598	ds001386	sex	42	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1599	ds001386	sex	42	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1600	ds001386	group	42	n/a	object	2	TRUE	n/a	nb:Diagnosis	n/a	n/a		keep			
1601	ds001386	group	42	Control	n/a	0	FALSE	n/a	purl:NCIT_C94342	n/a	n/a		keep			
1602	ds001386	group	42	TBI	n/a	0	FALSE	n/a	snomed:127295002	n/a	n/a		keep			
1603	ds001399	participant_id	3	n/a	object	3	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1604	ds001399	age	3	n/a	int64	1	TRUE	n/a	nb:Age	n/a	n/a		keep			
1605	ds001399	sex	3	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1606	ds001399	sex	3	f	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1607	ds001399	sex	3	m	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1608	ds001408	participant_id	52	n/a	object	52	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1609	ds001408	age	52	n/a	float64	21	TRUE	n/a	nb:Age	n/a	n/a		keep			
1610	ds001408	sex	52	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1611	ds001408	sex	52	f	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1612	ds001408	sex	52	m	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1613	ds001408	group	52	n/a	object	2	TRUE	n/a	n/a	n/a	n/a		drop	ambiguous		
1614	ds001408	group	52	NF	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	ambiguous		
1615	ds001408	group	52	control	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	ambiguous		
1616	ds001415	participant_id	21	n/a	object	21	TRUE	Unique identifier for a participant consisting of the base 'ac' (audio cartography) followed by a two digit number (measurement scale: nominal)	nb:ParticipantID	n/a	n/a		keep			
1617	ds001415	sex	21	n/a	object	2	TRUE	Participant sex or gender, articulated by participant (measurement scale: nominal)	nb:Sex	n/a	n/a		keep			
1618	ds001415	sex	21	1	n/a	0	FALSE	female	snomed:248152002	n/a	n/a		keep			
1619	ds001415	sex	21	2	n/a	0	FALSE	male	snomed:248153007	n/a	n/a		keep			
1620	ds001415	sex	21	female	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1621	ds001415	sex	21	male	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1622	ds001415	age	21	n/a	int64	14	TRUE	Participant age at the time of participation (range: 18 to 65; measurement scale: intervale)	nb:Age	n/a	n/a		keep			
1623	ds001415	hand	21	n/a	object	1	TRUE	Dominant hand, self-reported by participant (measurement scale: nominal)	n/a	n/a	n/a		drop	model		
1624	ds001415	hand	21	1	n/a	0	FALSE	right	n/a	n/a	n/a		drop	model		
1625	ds001415	hand	21	2	n/a	0	FALSE	left	n/a	n/a	n/a		drop	model		
1626	ds001415	hand	21	right	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1627	ds001415	has_map	21	n/a	bool	1	TRUE	Flag indicating whether or not the participant indicated map reading experience through self-report (measurement scale: binary)	n/a	n/a	n/a		drop	model		
1628	ds001415	has_map	21	1	n/a	0	FALSE	TRUE	n/a	n/a	n/a		drop	model		
1629	ds001415	has_map	21	2	n/a	0	FALSE	FALSE	n/a	n/a	n/a		drop	model		
1630	ds001415	has_map	21	TRUE	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1631	ds001415	level_map	21	n/a	object	3	TRUE	Level of self-reported map reading experience (or 'n/a' if no experience; measurement scale: ordinal)	n/a	n/a	n/a		drop	model		
1632	ds001415	level_map	21	1	n/a	0	FALSE	daily	n/a	n/a	n/a		drop	model		
1633	ds001415	level_map	21	2	n/a	0	FALSE	seasonally	n/a	n/a	n/a		drop	model		
1634	ds001415	level_map	21	3	n/a	0	FALSE	occasionally	n/a	n/a	n/a		drop	model		
1635	ds001415	level_map	21	4	n/a	0	FALSE	rarely	n/a	n/a	n/a		drop	model		
1636	ds001415	level_map	21	daily	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1637	ds001415	level_map	21	occasionally	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1638	ds001415	level_map	21	rarely	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1639	ds001415	has_music	21	n/a	object	3	TRUE	Flag indicating whether or not the participant indicated informal music experience or formal music training through self-report (measurment scale: binary)	n/a	n/a	n/a		drop	model		
1640	ds001415	has_music	21	1	n/a	0	FALSE	TRUE	n/a	n/a	n/a		drop	model		
1641	ds001415	has_music	21	2	n/a	0	FALSE	FALSE	n/a	n/a	n/a		drop	model		
1642	ds001415	has_music	21	FALSE	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1643	ds001415	has_music	21	TRUE	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1644	ds001415	has_music	21	TRUE	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1645	ds001415	years_music	21	n/a	float64	13	TRUE	Number of years of self-reported music experience (or 'n/a' if no experience; measurement scale: interval)	n/a	n/a	n/a		drop	model		
1646	ds001415	test_order	21	n/a	object	2	TRUE	Counterbalanced order in which the stimulus sets were presented (measurement scale: nominal)	n/a	n/a	n/a		drop	model		
1647	ds001415	test_order	21	1	n/a	0	FALSE	AB	n/a	n/a	n/a		drop	model		
1648	ds001415	test_order	21	2	n/a	0	FALSE	BA	n/a	n/a	n/a		drop	model		
1649	ds001415	test_order	21	AB	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1650	ds001415	test_order	21	BA	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1651	ds001417	participant_id	36	n/a	object	36	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1652	ds001417	age	36	n/a	int64	14	TRUE	n/a	nb:Age	n/a	n/a		keep			
1653	ds001417	sex	36	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1654	ds001417	sex	36	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1655	ds001417	sex	36	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1656	ds001417	height	36	n/a	int64	22	TRUE	n/a	n/a	n/a	n/a		drop	model		
1657	ds001417	weight	36	n/a	int64	25	TRUE	n/a	n/a	n/a	n/a		drop	model		
1658	ds001417	follow_up	36	n/a	int64	2	TRUE	n/a	n/a	n/a	n/a		drop	model		
1659	ds001417	included_probe_after	36	n/a	int64	2	TRUE	n/a	n/a	n/a	n/a		drop	model		
1660	ds001417	included_probe_follow_up	36	n/a	int64	2	TRUE	n/a	n/a	n/a	n/a		drop	model		
1661	ds001419	participant_id	1	n/a	object	1	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1662	ds001419	sex	1	n/a	object	1	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1663	ds001419	sex	1	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1664	ds001419	age	1	n/a	int64	1	TRUE	n/a	nb:Age	n/a	n/a		keep			
1665	ds001420	participant_id	2	n/a	object	2	TRUE	label identifying a particular subject	nb:ParticipantID	n/a	n/a		keep			
1666	ds001420	height	2	n/a	float64	2	TRUE	Height of the participant	n/a	n/a	n/a		drop	model		
1667	ds001420	weight	2	n/a	float64	2	TRUE	Weight of the participant	n/a	n/a	n/a		drop	model		
1668	ds001420	age	2	n/a	float64	2	TRUE	Age of the participant	nb:Age	n/a	n/a		keep			
1669	ds001420	gender	2	n/a	object	1	TRUE	Sex of the participant	nb:Sex	n/a	n/a		keep			
1670	ds001420	gender	2	F	n/a	0	FALSE	female	snomed:248152002	n/a	n/a		keep			
1671	ds001420	gender	2	M	n/a	0	FALSE	male	snomed:248153007	n/a	n/a		keep			
1672	ds001420	gender	2	female	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1673	ds001421	participant_id	1	n/a	object	1	TRUE	label identifying a particular subject	nb:ParticipantID	n/a	n/a		keep			
1674	ds001421	age	1	n/a	float64	1	TRUE	Age of the participant	nb:Age	n/a	n/a		keep			
1675	ds001421	gender	1	n/a	object	1	TRUE	Sex of the participant	nb:Sex	n/a	n/a		keep			
1676	ds001421	gender	1	F	n/a	0	FALSE	female	snomed:248152002	n/a	n/a		keep			
1677	ds001421	gender	1	M	n/a	0	FALSE	male	snomed:248153007	n/a	n/a		keep			
1678	ds001421	gender	1	female	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1679	ds001430	participant_id	31	n/a	object	31	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1680	ds001430	sex	31	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1681	ds001430	sex	31	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1682	ds001430	sex	31	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1683	ds001430	age	31	n/a	int64	12	TRUE	n/a	nb:Age	n/a	n/a		keep			
1684	ds001439	participant_id	18	n/a	object	18	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1685	ds001439	sex	18	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1686	ds001439	sex	18	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1687	ds001439	sex	18	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1688	ds001439	age	18	n/a	ageY	11	TRUE	n/a	nb:Age	n/a	n/a		keep			
1689	ds001450	participant_id	2	n/a	object	2	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1690	ds001450	sex	2	n/a	object	1	TRUE	n/a	nb:Sex	n/a	n/a	 	keep			
1691	ds001450	sex	2	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1692	ds001450	age	2	n/a	int64	2	TRUE	n/a	nb:Age	n/a	n/a		keep			
1693	ds001454	participant_id	24	n/a	object	24	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1694	ds001454	age	24	n/a	int64	13	TRUE	n/a	nb:Age	n/a	n/a		keep			
1695	ds001454	sex	24	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1696	ds001454	sex	24	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1697	ds001454	sex	24	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1698	ds001454	group	24	n/a	object	2	TRUE	n/a	n/a	n/a	n/a		drop	model		
1699	ds001454	group	24	sleep	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1700	ds001454	group	24	wake	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1701	ds001461	participant_id	81	n/a	object	81	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1702	ds001461	sex	81	n/a	object	2	TRUE	n/a	nb:Sex	n/a	n/a		keep			
1703	ds001461	sex	81	F	n/a	0	FALSE	n/a	snomed:248152002	n/a	n/a		keep			
1704	ds001461	sex	81	M	n/a	0	FALSE	n/a	snomed:248153007	n/a	n/a		keep			
1705	ds001461	age	81	n/a	int64	35	TRUE	n/a	nb:Age	n/a	n/a		keep			
1706	ds001461	diagnosis	81	n/a	object	2	TRUE	n/a	nb:Diagnosis	n/a	n/a		keep			
1707	ds001461	diagnosis	81	healthy controls	n/a	0	FALSE	n/a	purl:NCIT_C94342	n/a	n/a		keep			
1708	ds001461	diagnosis	81	schizophrenia	n/a	0	FALSE	n/a	snomed:58214004	n/a	n/a		keep			
1709	ds001461	smoking_status	81	n/a	object	2	TRUE	n/a	nb:Diagnosis	n/a	n/a		keep			
1710	ds001461	smoking_status	81	nonsmoking	n/a	0	FALSE	n/a	nb:MissingValue	n/a	n/a		keep			
1711	ds001461	smoking_status	81	smoking	n/a	0	FALSE	n/a	snomed:77176002	n/a	n/a		keep			
1712	ds001482	participant_id	33	n/a	int64	33	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1713	ds001482	Group	33	n/a	object	2	TRUE	n/a	n/a	n/a	n/a		drop	model		
1714	ds001482	Group	33	Musician	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1715	ds001482	Group	33	NonMusician	n/a	0	FALSE	n/a	n/a	n/a	n/a		drop	model		
1716	ds001486	participant_id	132	n/a	object	132	TRUE	n/a	nb:ParticipantID	n/a	n/a		keep			
1717	ds001486	age_ses-T1	132	n/a	float64	116	TRUE	Age in years at ses-T1	nb:Age	n/a	n/a		keep			
1718	ds001486	age_ses-T2	132	n/a	float64	79	TRUE	Age in years at ses-T2	n/a	n/a	n/a		drop	model		
1719	ds001486	sex	132	n/a	int64	2	TRUE	Sex of participants	nb:Sex	n/a	n/a		keep			
1720	ds001486	sex	132	1	n/a	0	FALSE	male	snomed:248153007	n/a	n/a		keep			
1721	ds001486	sex	132	2	n/a	0	FALSE	female	snomed:248152002	n/a	n/a		keep			
1722	ds001486	handedness	132	n/a	int64	2	TRUE	Left or Right-Handed	n/a	n/a	n/a		drop	model		
1723	ds001486	handedness	132	1	n/a	0	FALSE	Left	n/a	n/a	n/a		drop	model		
1724	ds001486	handedness	132	2	n/a	0	FALSE	Right	n/a	n/a	n/a		drop	model		
1725	ds001486	ses-T1_task-Mult_run-01	132	n/a	yes_no	2	TRUE	Participant has data for session T1 multiplication task run 01	n/a	n/a	n/a		drop	model		
1726	ds001486	ses-T1_task-Mult_run-01	132	no	n/a	0	FALSE	does not have data	n/a	n/a	n/a		drop	model		
1727	ds001486	ses-T1_task-Mult_run-01	132	yes	n/a	0	FALSE	has data	n/a	n/a	n/a		drop	model		
1728	ds001486	ses-T1_task-Mult_run-02	132	n/a	yes_no	2	TRUE	Participant has data for session T1 multiplication task run 02	n/a	n/a	n/a		drop	model		
1729	ds001486	ses-T1_task-Mult_run-02	132	no	n/a	0	FALSE	does not have data	n/a	n/a	n/a		drop	model		
1730	ds001486	ses-T1_task-Mult_run-02	132	yes	n/a	0	FALSE	has data	n/a	n/a	n/a		drop	model		
1731	ds001486	ses-T1_task-Num_run-01	132	n/a	yes_no	1	TRUE	Participant has data for session T1 numerosity task run 01	n/a	n/a	n/a		drop	model		
1732	ds001486	ses-T1_task-Num_run-01	132	no	n/a	0	FALSE	does not have data	n/a	n/a	n/a		drop	model		
1733	ds001486	ses-T1_task-Num_run-01	132	yes	n/a	0	FALSE	has data	n/a	n/a	n/a		drop	model		
1734	ds001486	ses-T1_task-Num_run-02	132	n/a	yes_no	1	TRUE	Participant has data for session T1 numerosity task run 02	n/a	n/a	n/a		drop	model		
1735	ds001486	ses-T1_task-Num_run-02	132	no	n/a	0	FALSE	does not have data	n/a	n/a	n/a		drop	model		
1736	ds001486	ses-T1_task-Num_run-02	132	yes	n/a	0	FALSE	has data	n/a	n/a	n/a		drop	model		
1737	ds001486	ses-T1_task-Rhyming	132	n/a	yes_no	1	TRUE	Participant has data for session T1 rhyming task	n/a	n/a	n/a		drop	model		
