dataset	nb_rows	column	type	nb_levels	description	controlled_term
ds001771	40	PC_run2	object	17	Percent of correct answers in run 2	n/a
ds001771	40	PC_run3	object	21	Percent of correct answers in run 3	n/a
ds001771	40	PC_run4	object	22	Percent of correct answers in run 4	n/a
ds001771	40	mean_PC	object	34	Average of percent of correct answers across all runs	n/a
ds001771	40	RT_run1	object	35	Average reaction time in run 1	n/a
ds001771	40	RT_run2	object	34	Average reaction time in run 2	n/a
ds001771	40	RT_run3	object	32	Average reaction time in run 3	n/a
ds001771	40	RT_run4	object	35	Average reaction time in run 4	n/a
ds001771	40	mean_RT	object	34	Average reaction time across all runs	n/a
ds001771	40	miss_ans_run1	object	10	Percent of trials without any answer in run 1	n/a
ds001771	40	miss_ans_run2	object	10	Percent of trials without any answer in run 2	n/a
ds001771	40	miss_ans_run3	object	12	Percent of trials without any answer in run 3	n/a
ds001771	40	miss_ans_run4	object	11	Percent of trials without any answer in run 4	n/a
ds001771	40	mean_miss_ans	object	17	Average of missing response (in percent) across all runs	n/a
ds001771	40	PC_anne1	object	11	Percent of correct answer when Anne is speaking in run 1	n/a
ds001771	40	PC_anne2	object	10	Percent of correct answer when Anne is speaking in run 2	n/a
ds001771	40	PC_anne3	object	10	Percent of correct answer when Anne is speaking in run 3	n/a
ds001771	40	PC_anne4	object	9	Percent of correct answer when Anne is speaking in run 4	n/a
ds001771	40	mean_PC_anne	object	27	Average percent of correct answer when Anne is speaking across all runs	n/a
ds001771	40	PC_betty1	object	10	Percent of correct answer when Betty is speaking in run 1	n/a
ds001771	40	PC_betty2	object	10	Percent of correct answer when Betty is speaking in run 2	n/a
ds001771	40	PC_betty3	object	8	Percent of correct answer when Betty is speaking in run 3	n/a
ds001771	40	PC_betty4	object	11	Percent of correct answer when Betty is speaking in run 4	n/a
ds001771	40	mean_PC_betty	object	31	Average percent of correct answer when Betty is speaking across all runs	n/a
ds001771	40	PC_chloe1	object	10	Percent of correct answer when Chloe is speaking in run 1	n/a
ds001771	40	PC_chloe2	object	10	Percent of correct answer when Chloe is speaking in run 2	n/a
ds001771	40	PC_chloe3	object	10	Percent of correct answer when Chloe is speaking in run 3	n/a
ds001771	40	PC_chloe4	object	10	Percent of correct answer when Chloe is speaking in run 4	n/a
ds001771	40	mean_PC_chloe	object	22	Average percent of correct answer when Chloe is speaking across all runs	n/a
ds001771	40	RT_anne1	object	36	Average reaction time when Anne is speaking in run 1	n/a
ds001771	40	RT_anne2	object	33	Average reaction time when Anne is speaking in run 2	n/a
ds001771	40	RT_anne3	object	34	Average reaction time when Anne is speaking in run 3	n/a
ds001771	40	RT_anne4	object	37	Average reaction time when Anne is speaking in run 4	n/a
ds001771	40	mean_RT_anne	object	33	Average reaction time when Anne is speaking across all runs	n/a
ds001771	40	RT_betty1	object	35	Average reaction time when Betty is speaking in run 1	n/a
ds001771	40	RT_betty2	object	33	Average reaction time when Betty is speaking in run 2	n/a
ds001771	40	RT_betty3	object	36	Average reaction time when Betty is speaking in run 3	n/a
ds001771	40	RT_betty4	object	35	Average reaction time when Betty is speaking in run 4	n/a
ds001771	40	mean_RT_betty	object	33	Average reaction time when Betty is speaking across all runs	n/a
ds001771	40	RT_chloe1	object	35	Average reaction time when Chloe is speaking in run 1	n/a
ds001771	40	RT_chloe2	object	32	Average reaction time when Chloe is speaking in run 2	n/a
ds001771	40	RT_chloe3	object	36	Average reaction time when Chloe is speaking in run 3	n/a
ds001771	40	RT_chloe4	object	35	Average reaction time when Chloe is speaking in run 4	n/a
ds001771	40	mean_RT_chloe	object	36	Average reaction time when Chloe is speaking across all runs	n/a
ds001771	40	PC_voices_lab	object	8	Percent of good detection of voices vs. bells during laboratory behavioral session	n/a
ds001771	40	PC_bells_lab	object	6	Percent of good detection of voices vs. bells during laboratory behavioral session	n/a
ds001771	40	difference_PC	object	12	PC_bells_lab - PC_voices_lab	n/a
ds001771	40	d'_voices	object	11	NC	n/a
ds001771	40	d'_bells	object	11	NC	n/a
ds001771	40	rt_voices	object	32	Reaction time for voices detection of voices vs. bells classification during laboratory behavioral session	n/a
ds001771	40	rt_bells	object	35	Reaction time for bells detection of voices vs. bells classification during laboratory behavioral session	n/a
ds001784	14	participant_id	object	14	ID number assigned to participant (prefix sub-).	nb:ParticipantID
ds001784	14	study_id	object	14	Anonymized participant identifier in larger DBS study.	n/a
ds001784	14	gender	object	2	Participant's reported gender.	n/a
ds001784	14	age	int64	5	Age of participant in years (rounded to protect identities).	n/a
ds001784	14	behavior	bool	1	Whether affective MSIT behavioral data is available for the participant.	n/a
ds001784	14	mri	bool	2	Whether an anatomical MRI scan is available for the participant.	n/a
ds001784	14	eeg	bool	2	Whether task EEG data is available for the participant.	n/a
ds001784	14	rest	bool	2	Whether resting state EEG data is available for the participant.	n/a
ds001784	14	dx	object	2	Primary diagnosis for participant.	n/a
ds001784	14	ybocs_bl	float64	3	Summary score on the Yale-Brown Obessive Compulsive Scale (Y-BOCS) immediately prior to surgery.	n/a
ds001784	14	ybocs_fu	float64	3	Summary score on the Yale-Brown Obessive Compulsive Scale (Y-BOCS) at follow-up visit (i.e. time of EEG data collection).	n/a
ds001784	14	madrs_bl	int64	8	Summary score on the Montgomery-Asberg Depression Rating Scale (MADRS) immediately prior to surgery.	n/a
ds001784	14	madrs_fu	int64	10	Summary score on the Montgomery-Asberg Depression Rating Scale (MADRS) at follow-up visit (i.e. time of EEG data collection).	n/a
ds001784	14	responder	bool	2	Whether the participant achieved clinical response at any point during his/her clinical trial; the criterion was a 50% drop in MADRS or a 35% drop in YBOCS. This may not have corresponded to the score at the time of study data collection.	n/a
ds001784	14	hypomania	object	3	Whether the participant ever experienced a hypomanic episode following DBS surgery.	n/a
ds001784	14	dbs_stim_freq	int64	5	Frequency of participant's chronic deep brain stimulation.	n/a
ds001796	64	participant_id	object	64	participant_id	nb:ParticipantID
ds001796	64	age	int64	27	age of the participant	n/a
ds001796	64	sex	object	2	sex of the participant	n/a
ds001796	64	handedness	object	1	participant handedness	n/a
ds001796	64	qpt_score	float64	22	performance on the Oxford Quick Placement Test- score is #/60	n/a
ds001796	64	Otherlang_exposure	float64	11	measure of current exposure to languages other than native language and second langauge (L2)	n/a
ds001796	64	aoa(log)	float64	17	age of acquisition (aoa) of the second langauge (L2)-log-transformed	n/a
ds001796	64	immersion(log)	float64	64	months in continuous L2 immersion- log-transformed	n/a
ds001796	64	l2_home	float64	64	score indexing extent of L2 us in home settings	n/a
ds001796	64	l2_social	float64	64	score indexing degree of L2 us in social/community settings	n/a
ds001796	64	years_active_l2(log)	float64	57	number of years actively using the L2-log-transformed	n/a
ds001796	64	immers_active_l2(log)	float64	64	number of monthis in immersion actively engaged with the L2- log-transformed	n/a
ds001814	36	participant_id	object	36	ID number assigned to participant (prefix sub-).	nb:ParticipantID
ds001814	36	gender	object	2	Participant's reported gender.	n/a
ds001814	36	age	int64	22	Age of participant in years.	n/a
ds001814	36	scanner	object	2	Type of Siemens scanner data used to collect data.	n/a
ds001814	36	exclude	bool	2	Whether participant was included in analysis.	n/a
ds001814	36	exclude_reason	object	4	Specific reason why participant was excluded from analysis.	n/a
ds001818	50	participant_id	object	50	n/a	nb:ParticipantID
ds001838	210	participant_id	float64	56	participant id	nb:ParticipantID
ds001838	210	group	object	3	group	n/a
ds001838	210	age	float64	17	age of participant	n/a
ds001838	210	sex	object	3	Sex of participants	n/a
ds001838	210	NeurologicalQuestionnaire_Eligibility	float64	3	Whether participants were eligible based on their neurological questionnaire answers	n/a
ds001838	210	HandednessPerformance_Handedness	object	3	Participant handedness based on performance measure	n/a
ds001838	210	Edinburgh_Handedness	object	3	Participant handedness based on Edinburgh handedness inventory	n/a
ds001838	210	Run1_Included	float64	3		n/a
ds001838	210	Run2_Included	float64	3		n/a
ds001838	210	Run3_Included	float64	3		n/a
ds001838	210	Run4_Included	float64	3		n/a
ds001838	210	Participant_Included	float64	3	Was this participant included in data analyses?	n/a
ds001840	24	participant_id	object	24	n/a	nb:ParticipantID
ds001840	24	age	int64	11	n/a	n/a
ds001840	24	DOB	int64	11	n/a	n/a
ds001840	24	sex	object	2	n/a	n/a
ds001848	56	participant_id	float64	53	n/a	nb:ParticipantID
ds001848	56	age	float64	17	age of the participant	n/a
ds001848	56	sex	object	3	sex of the participant	n/a
ds001848	56	handedness	object	3	handedness of the participant as reported by the participant	n/a
ds001848	56	include-run-01	float64	3	whether this run was included in final analysis	n/a
ds001848	56	include-run-02	float64	3	whether this run was included in final analysis	n/a
ds001848	56	include-run-03	float64	3	whether this run was included in final analysis	n/a
ds001848	56	total_runs	float64	5	the number of usable runs this participant has. runs which were not usable either had excessive motion, or had poor performance on the catch trials (please see the paper for more details)	n/a
ds001848	56	include_final	float64	3	whether this participant was included in the final analysis.	n/a
ds001868	1	participant_id	object	1	n/a	nb:ParticipantID
ds001868	1	age	int64	1	age of the participant	n/a
ds001868	1	sex	object	1	sex of the participant	n/a
ds001882	20	participant_id	object	20	n/a	nb:ParticipantID
ds001882	20	age	int64	15	n/a	n/a
ds001882	20	sex	object	2	n/a	n/a
ds001883	21	participant_id	object	21	n/a	nb:ParticipantID
ds001883	21	age	int64	13	n/a	n/a
ds001883	21	sex	object	2	n/a	n/a
ds001890	53	participant_id	object	30	n/a	nb:ParticipantID
ds001890	53	session	int64	2	Imaging session	n/a
ds001890	53	sex	object	1	Animal sex	n/a
ds001890	53	genotype	object	3	Animal experimental	n/a
ds001890	53	Weight	float64	39	Animal weight in grams	n/a
ds001890	53	SpO2	int64	14	Animal oxigen saturation recorded from hind paw with pulsed oximeter	n/a
ds001890	53	HR	int64	41	Animal heart rate recorded from hind paw with pulsed oximeter	n/a
ds001890	53	Temperature	float64	14	Animal rectal temperature in Celcius	n/a
ds001890	53	DOB	datetime64[ns]	7	Animal date of birth	n/a
ds001890	53	Experiment_Date	datetime64[ns]	10	Date of recording	n/a
ds001890	53	Age	int64	2	Age in month at time of recording	n/a
ds001894	188	participant_id	object	188	n/a	nb:ParticipantID
ds001894	188	age_ses-T1_phenotype	float64	155	Age at collection of scores in phenotype/ses-T1	n/a
ds001894	188	age_ses-T1_T1w	float64	156	Age at collection of ses-T1_t1w.nii.gz image in sub-*/ses-T1/anat	n/a
ds001894	188	age_ses-T1_AANonWord_run-01	float64	110	Age at collection of ses-T1_task-AANonWord_run-01 in sub-*/ses-T1/func	n/a
ds001894	188	age_ses-T1_AANonWord_run-02	float64	105	Age at collection of ses-T1_task-AANonWord_run-02 in sub-*/ses-T1/func	n/a
ds001894	188	age_ses-T1_AAWord_run-01	float64	116	Age at collection of ses-T1_task-AAWord_run-01 in sub-*/ses-T1/func	n/a
ds001894	188	age_ses-T1_AAWord_run-02	float64	110	Age at collection of ses-T1_task-AAWord_run-02 in sub-*/ses-T1/func	n/a
ds001894	188	age_ses-T1_AVNonWord_run-01	float64	117	Age at collection of ses-T1_task-AVNonWord_run-01 in sub-*/ses-T1/func	n/a
ds001894	188	age_ses-T1_AVNonWord_run-02	float64	115	Age at collection of ses-T1_task-AVNonWord_run-02 in sub-*/ses-T1/func	n/a
ds001894	188	age_ses-T1_AVWord_run-01	float64	119	Age at collection of ses-T1_task-AVWord_run-01 in sub-*/ses-T1/func	n/a
ds001894	188	age_ses-T1_AVWord_run-02	float64	118	Age at collection of ses-T1_task-AVWord_run-02 in sub-*/ses-T1/func	n/a
ds001894	188	age_ses-T1_VVNonWord_run-01	float64	140	Age at collection of ses-T1_task-VVNonWord_run-01 in sub-*/ses-T1/func	n/a
ds001894	188	age_ses-T1_VVNonWord_run-02	float64	136	Age at collection of ses-T1_task-VVNonWord_run-02 in sub-*/ses-T1/func	n/a
ds001894	188	age_ses-T1_VVWord_run-01	float64	147	Age at collection of ses-T1_task-VVWord_run-01 in sub-*/ses-T1/func	n/a
ds001894	188	age_ses-T1_VVWord_run-02	float64	146	Age at collection of ses-T1_task-VVWord_run-02 in sub-*/ses-T1/func	n/a
ds001894	188	age_ses-T1_dwi	float64	103	Age at collection of diffusion weighted image in sub-*/ses-T1/anat	n/a
ds001894	188	age_ses-T2_phenotype	float64	63	Age at collection of scores in phenotype/ses-T2	n/a
ds001894	188	age_ses-T2_T1w	float64	48	Age at collection of ses-T2_t1w.nii.gz image in sub-*/ses-T2/anat	n/a
ds001894	188	age_ses-T2_VVNonWord_run-01	float64	47	Age at collection of ses-T2_task-VVNonWord_run-01 in sub-*/ses-T2/func	n/a
ds001894	188	age_ses-T2_VVNonWord_run-02	float64	46	Age at collection of ses-T2_task-VVNonWord_run-02 in sub-*/ses-T2/func	n/a
ds001894	188	age_ses-T2_VVWord_run-01	float64	46	Age at collection of ses-T2_task-VVWord_run-01 in sub-*/ses-T2/func	n/a
ds001894	188	age_ses-T2_VVWord_run-02	float64	47	Age at collection of ses-T2_task-VVWord_run-02 in sub-*/ses-T2/func	n/a
ds001894	188	sex	int64	2	Sex of participants	n/a
ds001894	188	handedness	int64	1	Left or Right-Handed	n/a
ds001919	254	participant_id	object	254	Unique ID	nb:ParticipantID
ds001919	254	sex	object	3	M or F	n/a
ds001919	254	age	object	29	yy	n/a
ds001919	254	date_of_scan	object	89	yyyy-mm-dd	n/a
ds001919	254	institution_id	object	41	InstitutionId	n/a
ds001919	254	institution	object	36	InstitutionName	n/a
ds001919	254	manufacturer	object	3	ManufacturerName	n/a
ds001919	254	manufacturers_model_name	object	13	ManufacturersModelName	n/a
ds001919	254	receive_coil_name	object	18	ReceiveCoilName	n/a
ds001919	254	software_versions	object	28	SoftwareVersions	n/a
ds001919	254	researcher	object	34	Researcher	n/a
ds001927	23	participant_id	object	23	n/a	nb:ParticipantID
ds001927	23	sex	object	2	n/a	n/a
ds001927	23	age	int64	12	n/a	n/a
ds001928	40	participant_id	object	40	unique participant identifier	nb:ParticipantID
ds001928	40	age	int64	26	age of the participant	n/a
ds001928	40	sex	object	1	sex of the participant	n/a
ds001928	40	group	object	2	group, fibromyalgia or healthy control	n/a
ds001928	40	fm_years	float64	13	years with fibromyalgia diagnosis	n/a
ds001928	40	pi	int64	8	pain intensity before experiment on numerical rating scale 0-10	n/a
ds001928	40	pcs	int64	24	pain catastrophizing scale	n/a
ds001928	40	hlpnss	int64	18	helplessness	n/a
ds001928	40	mgnftn	int64	10	magnification of pain	n/a
ds001928	40	rmntn	int64	17	rumination	n/a
ds001928	40	psp	int64	29	pain self-perception scale	n/a
ds001928	40	stai	int64	33	state-trait anxiety inventory	n/a
ds001928	40	state	int64	25	state-trait anxiety inventory, state subscale	n/a
ds001928	40	trait	int64	27	state-trait anxiety inventory, trait subscale	n/a
ds001928	40	cesd	int64	27	center for epidemiológica studies depression scale	n/a
ds001928	40	pic1	float64	9	pain intensity pre-control	n/a
ds001928	40	puc1	float64	11	pain unpleasantness pre-control	n/a
ds001928	40	pic2	float64	11	pain intensity post-control	n/a
ds001928	40	puc2	float64	12	pain unpleasantness post-control	n/a
ds001928	40	pim1	float64	11	pain intesisty pre-music	n/a
ds001928	40	pum1	float64	10	pain unpleasantness pre-music	n/a
ds001928	40	pim2	float64	11	pain intensity post-music	n/a
ds001928	40	pum2	float64	8	pain unpleasantness post-music	n/a
ds001928	40	dpic	float64	6	delta pain intensity control	n/a
ds001928	40	dpuc	float64	4	delta pain unpleasantness control	n/a
ds001928	40	dpim	float64	7	delta pain intensity music	n/a
ds001928	40	dpum	float64	9	delta pain unpleasantness music	n/a
ds001942	10	participant_id	object	10	n/a	nb:ParticipantID
ds001942	10	age	int64	7	n/a	n/a
ds001942	10	sex	object	2	n/a	n/a
ds001942	10	group	object	1	n/a	n/a
ds001981	24	participant_id	object	24	ID of the rat, from sub-01 to sub-24	nb:ParticipantID
ds001981	24	date	datetime64[ns]	24	Date given in DD.MM.YYYY format	n/a
ds001981	24	protocol	int64	4	subcutaneous (SC) or intravenous (IV), with or without bolus	n/a
ds001981	24	weight	int64	16	Weight was measured right before the induction of anesthesia	n/a
ds001981	24	duration	int64	14	Time between the start of medetomidine administration and the experimental endpoint (for details, see paper)	n/a
ds001981	24	efs_runs	int64	13	n/a	n/a
ds001981	24	rs_runs	int64	11	n/a	n/a
ds002000	21	participant_id	object	21	n/a	nb:ParticipantID
ds002000	21	age	float64	1	n/a	n/a
ds002000	21	sex	float64	1	n/a	n/a
ds002000	21	handedness	float64	1	n/a	n/a
ds002006	30	participant_id	object	30	n/a	nb:ParticipantID
ds002006	30	Task_order	int64	2	n/a	n/a
ds002006	30	Button_order	int64	2	n/a	n/a
ds002006	30	Age	int64	15	n/a	n/a
ds002006	30	Sex	object	2	n/a	n/a
ds002006	30	height_ft	int64	2	n/a	n/a
ds002006	30	height_in	int64	11	n/a	n/a
ds002006	30	height_total_inches	int64	12	n/a	n/a
ds002006	30	weight_lbs	int64	20	n/a	n/a
ds002006	30	BMI	float64	30	n/a	n/a
ds002006	30	Handedness	object	1	n/a	n/a
ds002006	30	Race	object	8	n/a	n/a
ds002006	30	Ethnicity	object	3	n/a	n/a
ds002006	30	Vision	object	2	n/a	n/a
ds002006	30	Learning_Attention_Disorder	yes/no	1	n/a	n/a
ds002006	30	Neurological_Disorder	yes/no	1	n/a	n/a
ds002006	30	Mental_Health_Disorder	yes/no	1	n/a	n/a
ds002006	30	Traumatic_Head_injury	yes/no	1	n/a	n/a
ds002006	30	Medications_Drug_use	object	3	n/a	n/a
ds002006	30	Eating_Disorder	yes/no	1	n/a	n/a
ds002011	22	participant_id	object	22	n/a	nb:ParticipantID
ds002011	22	sex	object	2	Participant's sex	n/a
ds002011	22	Age	int64	9	Participant's age	n/a
ds002013	4	participant_id	object	4	Participant ID as provided during the scanning session	nb:ParticipantID
ds002013	4	date	datetime64[ns]	2	Exact day of the scanning session	n/a
ds002013	4	time	datetime64[ns]	4	Start time of the first main run	n/a
ds002014	1	participant_id	object	1	n/a	nb:ParticipantID
ds002016	4	participant_id	object	4	n/a	nb:ParticipantID
ds002033	43	participant_id	int64	43	participant id	nb:ParticipantID
ds002033	43	age	int64	19	age of participant	n/a
ds002033	43	sex	object	2	Sex of participants	n/a
ds002033	43	handedness	object	2	Participant reported handedness, note that left handers were not included in any analysis	n/a
ds002033	43	Run1_Included	int64	2		n/a
ds002033	43	Run2_Included	int64	2		n/a
ds002033	43	Run3_Included	int64	2		n/a
ds002033	43	Run4_Included	int64	2		n/a
ds002033	43	Participant_Included	int64	2	Was this participant included in data analyses?	n/a
ds002033	43	Post_hoc_Analysis_Participant_Included	int64	2	Was this participant included in the post hoc data analyses?	n/a
ds002041	25	participant_id	object	25	n/a	nb:ParticipantID
ds002041	25	age	int64	7	Participant age in years	n/a
ds002041	25	sex	object	2	Participant sex	n/a
ds002041	25	yrs_edu	float64	7	Participant self-identified number of years of education	n/a
ds002041	25	race_ethnicity	object	4	Participant self-identified race/ethnicity	n/a
ds002041	25	fmri_scan_date	datetime64[ns]	23	Date of participant fMRI scan	n/a
ds002041	25	pet_scan_date	datetime64[ns]	25	Date of participant PET scan	n/a
ds002041	25	scan_date_difference	int64	18	Difference in days between participant fMRI scan and PET scan	n/a
ds002041	25	fallypride_injected_dose_specific_activity	float64	22	Participant PET [18F]fallypride injected dose specific activity in units of mCi	n/a
ds002041	25	bmi	float64	25	Participant body mass index	n/a
ds002041	25	bis-11_attn_impuls	int64	13	Barratt Impulsiveness Scale 11 Attentional Impulsivity (Second Order Factor). http://www.impulsivity.org/measurement/bis11	n/a
ds002041	25	bis-11_motor_impuls	int64	15	Barratt Impulsiveness Scale 11 Motor Impulsivity (Second Order Factor). http://www.impulsivity.org/measurement/bis11	n/a
ds002041	25	bis-11_nonplan_impuls	int64	14	Barratt Impulsiveness Scale 11 Non-planning Impulsivity (Second Order Factor). http://www.impulsivity.org/measurement/bis11	n/a
ds002041	25	bis-11_attention	int64	11	Barratt Impulsiveness Scale 11 Attention (First Order Factor). http://www.impulsivity.org/measurement/bis11	n/a
ds002041	25	bis-11_motor	int64	12	Barratt Impulsiveness Scale 11 Motor (First Order Factor). http://www.impulsivity.org/measurement/bis11	n/a
ds002041	25	bis-11_self-control	int64	11	Barratt Impulsiveness Scale 11 Self-Control (First Order Factor). http://www.impulsivity.org/measurement/bis11	n/a
ds002041	25	bis-11_cog_complex	int64	10	Barratt Impulsiveness Scale 11 Cognitive Complexity (First Order Factor). http://www.impulsivity.org/measurement/bis11	n/a
ds002041	25	bis-11_perseverance	int64	9	Barratt Impulsiveness Scale 11 Perseverance (First Order Factor). http://www.impulsivity.org/measurement/bis11	n/a
ds002041	25	bis-11_cog_instability	int64	8	Barratt Impulsiveness Scale 11 Cognitive Instability (First Order Factor). http://www.impulsivity.org/measurement/bis11	n/a
ds002041	25	neo-n_anxiety	int64	15	NEO Personality Inventory (Neuroticism) Anxiety Facet.	n/a
ds002041	25	neo-n_hostility	int64	13	NEO Personality Inventory (Neuroticism) Hostility Facet.	n/a
ds002041	25	neo-n_depression	int64	13	NEO Personality Inventory (Neuroticism) Anxiety Facet.	n/a
ds002041	25	neo-n_self-conscious	int64	17	NEO Personality Inventory (Neuroticism) Self-Conscious Facet.	n/a
ds002041	25	neo-n_impulsive	int64	15	NEO Personality Inventory (Neuroticism) Impulsive Facet.	n/a
ds002041	25	neo-n_vuln-to-stress	int64	14	NEO Personality Inventory (Neuroticism) Vulnerability to Stress Facet.	n/a
ds002041	25	kirby-short-prop-LL	int64	12	Kirby Delay-Discounting Questionnaire - (Short Delay) - Proportion of Larger Later Options Chosen.	n/a
ds002041	25	kirby-long-prop-LL	int64	13	Kirby Delay-Discounting Questionnaire - (Long Delay) - Proportion of Larger Later Options Chosen.	n/a
ds002041	25	upps_negative-urgency	int64	15	UPPS-P (59-Item) Impulsive Behavior Scale - Negative Urgency. http://www.impulsivity.org/measurement/UPPS_P	n/a
ds002041	25	upps_lack-premed	int64	15	UPPS-P (59-Item) Impulsive Behavior Scale - Lack of Premeditation. http://www.impulsivity.org/measurement/UPPS_P	n/a
ds002041	25	upps_lack-pers	int64	14	UPPS-P (59-Item) Impulsive Behavior Scale - Lack of Perseverance. http://www.impulsivity.org/measurement/UPPS_P	n/a
ds002041	25	upps_sens-seek	int64	17	UPPS-P (59-Item) Impulsive Behavior Scale - Sensation Seeking. http://www.impulsivity.org/measurement/UPPS_P	n/a
ds002041	25	upps_positive-urgency	int64	16	UPPS-P (59-Item) Impulsive Behavior Scale - Positive Urgency. http://www.impulsivity.org/measurement/UPPS_P	n/a
ds002041	25	bisbas_bas-drive	int64	7	BIS/BAS (24-Item) Behavioral Activation/Inhibition (BIS/BAS) scales - BAS Drive. http://www.midss.org/content/behavioral-avoidanceinhibition-bisbas-scales	n/a
ds002041	25	bisbas_bas-fun-seeking	int64	7	BIS/BAS (24-Item) Behavioral Activation/Inhibition (BIS/BAS) scales - BAS Fun Seeking. http://www.midss.org/content/behavioral-avoidanceinhibition-bisbas-scales	n/a
ds002041	25	bisbas_bas-reward-respons	int64	8	BIS/BAS (24-Item) Behavioral Activation/Inhibition (BIS/BAS) scales - BAS Reward Responsiveness. http://www.midss.org/content/behavioral-avoidanceinhibition-bisbas-scales	n/a
ds002041	25	bisbas_bis	int64	14	BIS/BAS (24-Item) Behavioral Activation/Inhibition (BIS/BAS) scales - BIS. http://www.midss.org/content/behavioral-avoidanceinhibition-bisbas-scales	n/a
ds002041	25	tpq-ns_exploratory_excit	int64	7	Tridimensional Personality Questionnaire Novelty-Seeking - Exploratory Excitability.	n/a
ds002041	25	tpq-ns_imp	int64	8	Tridimensional Personality Questionnaire Impulsiveness - Impulsiveness.	n/a
ds002041	25	tpq-ns_extravagance	int64	8	Tridimensional Personality Questionnaire Novelty-Seeking - Extravagance.	n/a
ds002041	25	tpq-ns_disorder	int64	9	Tridimensional Personality Questionnaire Novelty-Seeking - Disorderliness.	n/a
ds002041	25	sss_tas	int64	8	Zuckerman Sensation-Seeking Scale (SSS-V 40-item) - TAS (Thrill and Adventure Seeking). https://scienceofbehaviorchange.org/measures/zuckerman-sensation-seeking-scale-v/	n/a
ds002041	25	sss_es	int64	7	Zuckerman Sensation-Seeking Scale (SSS-V 40-item) - ES (Experience Seeking). https://scienceofbehaviorchange.org/measures/zuckerman-sensation-seeking-scale-v/	n/a
ds002041	25	sss_dis	int64	10	Zuckerman Sensation-Seeking Scale (SSS-V 40-item) - DIS (Disinhibition). https://scienceofbehaviorchange.org/measures/zuckerman-sensation-seeking-scale-v/	n/a
ds002041	25	sss_bs	int64	8	Zuckerman Sensation-Seeking Scale (SSS-V 40-item) - BS (Boredom Susceptibility). https://scienceofbehaviorchange.org/measures/zuckerman-sensation-seeking-scale-v/	n/a
ds002041	25	sss_total	int64	15	Zuckerman Sensation-Seeking Scale (SSS-V 40-item) - Total Score. https://scienceofbehaviorchange.org/measures/zuckerman-sensation-seeking-scale-v/	n/a
ds002041	25	flanker_diff-rt-incong-cong	float64	25	Flanker Task - Reaction time difference (Incongruent minus Congruent)	n/a
ds002041	25	flanker_numwrong-cong	int64	9	Flanker Task - Number of incorrect responses (Congruent)	n/a
ds002041	25	flanker_numwrong-incong	int64	11	Flanker Task - Number of incorrect responses (Incongruent)	n/a
ds002041	25	stroop_t-score-color	int64	20	Stroop Task - T-score (Color)	n/a
ds002041	25	stroop_t-score-word	int64	17	Stroop Task - T-score (Word)	n/a
ds002041	25	stroop_t-score-color-word	int64	19	Stroop Task - T-score (Color-Word)	n/a
ds002041	25	stroop_t-score-interference	int64	20	Stroop Task - T-score (Interference)	n/a
ds002041	25	cpt-ii_adhd-index	float64	20	Conners' Continuous Performance Test II (CPT II) - ADHD Confidence Index Assessment	n/a
ds002041	25	cpt-ii_omissions	float64	13	Conners' Continuous Performance Test II (CPT II) - Omissions T-score (Omissions result from the failure to respond to target letters (i.e., non-Xs))	n/a
ds002041	25	cpt-ii_commissions	float64	22	Conners' Continuous Performance Test II (CPT II) - Comissions T-score (Commission errors are made when responses are given to non-targets (i.e., Xs))	n/a
ds002041	25	cpt-ii_hit-rt	float64	25	Conners' Continuous Performance Test II (CPT II) - Hit Reaction Time T-score (Overall Hit Reaction Time is the average speed of correct responses for the entire test)	n/a
ds002041	25	cpt-ii_hit-se	float64	25	Conners' Continuous Performance Test II (CPT II) - Hit Standard Error T-score (Standard Error is a measure of response speed consistency. The higher the Overall Standard Error, the greater the inconsistency in the response speed)	n/a
ds002041	25	cpt-ii_variability	float64	25	Conners' Continuous Performance Test II (CPT II) - Hit Reaction Time Variability T-score (Like Overall Standard Error, the Variability of Standard Error is a measure of response speed consistency. However, Variability of Standard Error measures 'within respondent' variability. That is, the amount of variability the individual shows in 18 separate segments of the test in relation to his or her own overall standard error. Although Variability of Standard Error is a different measure than Overall Standard Error, typically the two measures produce comparable results. The higher the Variability of Standard Error, the greater the inconsistency in the response speed)	n/a
ds002041	25	cpt-ii_detectability	float64	25	Conners' Continuous Performance Test II (CPT II) - Detectability (D-prime) T-score (The value d' is a measure of the difference between the signal (non-X) and noise (X) distributions. As such d' provides a means for assessing an individual's discriminative power since, in general, the greater the difference between the signal and noise distributions, the better the ability to distinguish and detect X and non-X stimuli)	n/a
ds002041	25	cpt-ii_response-style	float64	25	Conners' Continuous Performance Test II (CPT II) - Response Style (Beta) T-score (Beta represents an individual's response tendency: Some individuals are cautious and choose not to respond very often. Conceptually, such individuals want to make sure they are correct when they give a response. Higher values of Beta reflect this response style. The emphasis is on avoiding commission errors. Other individuals respond more freely to make sure they respond to most or all targets, and they tend to be less concerned about mistakenly responding to a non-target. Lower values of Beta are produced by this response style)	n/a
ds002041	25	cpt-ii_perseverations	float64	9	Conners' Continuous Performance Test II (CPT II) - Perseverations T-score (Any reaction time that is less than 100 ms constitutes a perseverative response. Given normal expectations of physiological ability to respond, such responses are usually either slow responses to a preceding stimuli, a random response, an anticipatory response, or a response repeated without consideration of the stimuli or task requirements)	n/a
