dataset	column	value	is_row	description	controlled_term	units
ds001534	restraint_scale	25	False	n/a	n/a	n/a
ds001534	restraint_scale	26	False	n/a	n/a	n/a
ds001534	restraint_scale	27	False	n/a	n/a	n/a
ds001534	restraint_scale	28	False	n/a	n/a	n/a
ds001534	concern_dieting	n/a	True	Total score for the Concern for Dieting subscale of the Dietary Restraint Scale.	n/a	n/a
ds001534	concern_dieting	0	False	n/a	n/a	n/a
ds001534	concern_dieting	1	False	n/a	n/a	n/a
ds001534	concern_dieting	2	False	n/a	n/a	n/a
ds001534	concern_dieting	3	False	n/a	n/a	n/a
ds001534	concern_dieting	4	False	n/a	n/a	n/a
ds001534	concern_dieting	5	False	n/a	n/a	n/a
ds001534	concern_dieting	6	False	n/a	n/a	n/a
ds001534	concern_dieting	7	False	n/a	n/a	n/a
ds001534	concern_dieting	8	False	n/a	n/a	n/a
ds001534	concern_dieting	9	False	n/a	n/a	n/a
ds001534	concern_dieting	10	False	n/a	n/a	n/a
ds001534	concern_dieting	11	False	n/a	n/a	n/a
ds001534	concern_dieting	12	False	n/a	n/a	n/a
ds001534	concern_dieting	14	False	n/a	n/a	n/a
ds001534	weight_fluctuation	n/a	True	Total score for the Weight Fluctuation subscale of the Dietary Restraint Scale.	n/a	n/a
ds001534	weight_fluctuation	2	False	n/a	n/a	n/a
ds001534	weight_fluctuation	3	False	n/a	n/a	n/a
ds001534	weight_fluctuation	4	False	n/a	n/a	n/a
ds001534	weight_fluctuation	5	False	n/a	n/a	n/a
ds001534	weight_fluctuation	6	False	n/a	n/a	n/a
ds001534	weight_fluctuation	7	False	n/a	n/a	n/a
ds001534	weight_fluctuation	8	False	n/a	n/a	n/a
ds001534	weight_fluctuation	9	False	n/a	n/a	n/a
ds001534	weight_fluctuation	10	False	n/a	n/a	n/a
ds001534	weight_fluctuation	11	False	n/a	n/a	n/a
ds001534	weight_fluctuation	12	False	n/a	n/a	n/a
ds001534	weight_fluctuation	13	False	n/a	n/a	n/a
ds001534	weight_fluctuation	14	False	n/a	n/a	n/a
ds001534	weight_fluctuation	15	False	n/a	n/a	n/a
ds001534	weight_fluctuation	16	False	n/a	n/a	n/a
ds001534	weight_fluctuation	17	False	n/a	n/a	n/a
ds001541	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001541	session	n/a	True	acquistion session for this animal	n/a	n/a
ds001541	session	1	False	n/a	n/a	n/a
ds001541	session	2	False	n/a	n/a	n/a
ds001541	session	3	False	n/a	n/a	n/a
ds001541	session	4	False	n/a	n/a	n/a
ds001541	session	5	False	n/a	n/a	n/a
ds001541	session	6	False	n/a	n/a	n/a
ds001541	session	7	False	n/a	n/a	n/a
ds001541	session	8	False	n/a	n/a	n/a
ds001541	session	9	False	n/a	n/a	n/a
ds001541	run1	n/a	True	Acquisition condition for run1	n/a	n/a
ds001541	run1	100	False	Laser power 100% of 40 mW/mm^2, considered control condition	n/a	n/a
ds001541	run1	33	False	Laser power 33% of 40 mW/mm^2	n/a	n/a
ds001541	run1	66	False	Laser power 66% of 40 mW/mm^2	n/a	n/a
ds001541	run1	l100	False	Long acquisition protocol (6 X 20 s ON blocks, 160 s OFF)	n/a	n/a
ds001541	run1	f100	False	Acquisition following acute 4.5 mg/kg Fluoxetine i.v.	n/a	n/a
ds001541	run1	r100	False	Acquisition following acute 60 min restrain 	n/a	n/a
ds001541	run2	n/a	True	Acquisition condition for run1	n/a	n/a
ds001541	run2	100	False	Laser power 100% of 40 mW/mm^2, considered control condition	n/a	n/a
ds001541	run2	33	False	Laser power 33% of 40 mW/mm^2	n/a	n/a
ds001541	run2	66	False	Laser power 66% of 40 mW/mm^2	n/a	n/a
ds001541	run2	l100	False	Long acquisition protocol (6 X 20 s ON blocks, 160 s OFF)	n/a	n/a
ds001541	run2	f100	False	Acquisition following acute 4.5 mg/kg Fluoxetine i.v.	n/a	n/a
ds001541	run2	r100	False	Acquisition following acute 60 min restrain 	n/a	n/a
ds001541	run3	n/a	True	Acquisition condition for run1	n/a	n/a
ds001541	run3	100	False	Laser power 100% of 40 mW/mm^2, considered control condition	n/a	n/a
ds001541	run3	33	False	Laser power 33% of 40 mW/mm^2	n/a	n/a
ds001541	run3	66	False	Laser power 66% of 40 mW/mm^2	n/a	n/a
ds001541	run3	l100	False	Long acquisition protocol (6 X 20 s ON blocks, 160 s OFF)	n/a	n/a
ds001541	run3	f100	False	Acquisition following acute 4.5 mg/kg Fluoxetine i.v.	n/a	n/a
ds001541	run3	r100	False	Acquisition following acute 60 min restrain 	n/a	n/a
ds001541	run4	n/a	True	Acquisition condition for run1	n/a	n/a
ds001541	run4	100	False	Laser power 100% of 40 mW/mm^2, considered control condition	n/a	n/a
ds001541	run4	33	False	Laser power 33% of 40 mW/mm^2	n/a	n/a
ds001541	run4	66	False	Laser power 66% of 40 mW/mm^2	n/a	n/a
ds001541	run4	l100	False	Long acquisition protocol (6 X 20 s ON blocks, 160 s OFF)	n/a	n/a
ds001541	run4	f100	False	Acquisition following acute 4.5 mg/kg Fluoxetine i.v.	n/a	n/a
ds001541	run4	r100	False	Acquisition following acute 60 min restrain 	n/a	n/a
ds001541	Viral_infusion_date	n/a	True	Date when AAV injection into DRN was carried out	n/a	n/a
ds001541	MRI_acquisition_date	n/a	True	Date when MRI was carried out	n/a	n/a
ds001541	weight	n/a	True	Animal weight in gram	n/a	n/a
ds001541	group	n/a	True	Experimental group	n/a	n/a
ds001541	group	exp	False	Experimental, ePet-cre injected with ChR2-eYFP vector	n/a	n/a
ds001541	group	con	False	Control, ePet-cre injected with eYFP vector	n/a	n/a
ds001541	day_post_infusion	n/a	True	Days between viral vector injection and MRI acquisition	n/a	n/a
ds001541	day_post_infusion	66	False	n/a	n/a	n/a
ds001541	day_post_infusion	67	False	n/a	n/a	n/a
ds001541	day_post_infusion	78	False	n/a	n/a	n/a
ds001541	day_post_infusion	143	False	n/a	n/a	n/a
ds001541	day_post_infusion	15	False	n/a	n/a	n/a
ds001541	day_post_infusion	79	False	n/a	n/a	n/a
ds001541	day_post_infusion	80	False	n/a	n/a	n/a
ds001541	day_post_infusion	81	False	n/a	n/a	n/a
ds001541	day_post_infusion	84	False	n/a	n/a	n/a
ds001541	day_post_infusion	24	False	n/a	n/a	n/a
ds001541	day_post_infusion	25	False	n/a	n/a	n/a
ds001541	day_post_infusion	92	False	n/a	n/a	n/a
ds001541	day_post_infusion	31	False	n/a	n/a	n/a
ds001541	day_post_infusion	32	False	n/a	n/a	n/a
ds001541	day_post_infusion	34	False	n/a	n/a	n/a
ds001541	day_post_infusion	35	False	n/a	n/a	n/a
ds001541	day_post_infusion	36	False	n/a	n/a	n/a
ds001541	day_post_infusion	38	False	n/a	n/a	n/a
ds001541	day_post_infusion	39	False	n/a	n/a	n/a
ds001541	day_post_infusion	104	False	n/a	n/a	n/a
ds001541	day_post_infusion	41	False	n/a	n/a	n/a
ds001541	day_post_infusion	105	False	n/a	n/a	n/a
ds001541	day_post_infusion	47	False	n/a	n/a	n/a
ds001541	day_post_infusion	50	False	n/a	n/a	n/a
ds001541	day_post_infusion	56	False	n/a	n/a	n/a
ds001541	day_post_infusion	57	False	n/a	n/a	n/a
ds001541	day_post_infusion	58	False	n/a	n/a	n/a
ds001541	day_post_infusion	59	False	n/a	n/a	n/a
ds001541	day_post_infusion	60	False	n/a	n/a	n/a
ds001541	day_post_infusion	61	False	n/a	n/a	n/a
ds001541	gender	n/a	True	B6.Cg-Tg(Fev-cre)1Esd/J (ePet-cre mice)  between 8 and 16 weeks, weighting between 20 and 23g	n/a	n/a
ds001541	viral_vector	n/a	True	Viral vector injected	n/a	n/a
ds001541	viral_vector	ChR2-eYFP	False	ePet-cre injected with ChR2-eYFP vector	n/a	n/a
ds001541	viral_vector	eYFP	False	ePet-cre injected with eYFP vector	n/a	n/a
ds001545	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001545	sex	n/a	True	n/a	n/a	n/a
ds001545	age	n/a	True	n/a	n/a	n/a
ds001547	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001547	sex	n/a	True	n/a	n/a	n/a
ds001547	age	n/a	True	n/a	n/a	n/a
ds001553	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001553	age	n/a	True	n/a	n/a	n/a
ds001553	sex	n/a	True	n/a	n/a	n/a
ds001553	group	n/a	True	n/a	n/a	n/a
ds001554	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001554	sex	n/a	True	n/a	n/a	n/a
ds001555	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001555	age	n/a	True	n/a	n/a	n/a
ds001555	sex	n/a	True	n/a	n/a	n/a
ds001555	group	n/a	True	n/a	n/a	n/a
ds001566	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001566	age	n/a	True	n/a	n/a	n/a
ds001566	sex	n/a	True	n/a	n/a	n/a
ds001590	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001597	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001597	handedness	n/a	True	Self reported dominant hand	n/a	n/a
ds001597	handedness	R	False	Right Handed	n/a	n/a
ds001597	handedness	L	False	Left Handed	n/a	n/a
ds001597	group	n/a	True	Experimental arm	n/a	n/a
ds001597	group	movement	False	 Group that trained movement sequences	n/a	n/a
ds001597	group	cue	False	Group that trained cue sequences	n/a	n/a
ds001608	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001608	age	n/a	True	n/a	n/a	n/a
ds001608	DOB	n/a	True	n/a	n/a	n/a
ds001608	sex	n/a	True	n/a	n/a	n/a
ds001618	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001618	age	n/a	True	n/a	n/a	n/a
ds001618	sex	n/a	True	n/a	n/a	n/a
ds001619	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001619	sex	n/a	True	n/a	n/a	n/a
ds001619	age	n/a	True	n/a	n/a	n/a
ds001652	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001652	age	n/a	True	n/a	n/a	n/a
ds001652	sex	n/a	True	n/a	n/a	n/a
ds001652	group	n/a	True	n/a	n/a	n/a
ds001653	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001653	session	n/a	True	acquistion session	n/a	n/a
ds001653	gender	n/a	True	Female c57bl/6 obtained from InVivos, Singapore, between 10 and 15 weeks	n/a	n/a
ds001653	weight	n/a	True	Weight in gram	n/a	n/a
ds001653	acquisition_date	n/a	True	Date of acquistion at Singapore Bioimaging Consortium	n/a	n/a
ds001653	breathing_rate	n/a	True	Breathing rate in breath per minutes (bpm), recorded with a breathing pillow	n/a	n/a
ds001653	breathing_rate	260	False	n/a	n/a	n/a
ds001653	breathing_rate	200	False	n/a	n/a	n/a
ds001653	breathing_rate	140	False	n/a	n/a	n/a
ds001653	breathing_rate	205	False	n/a	n/a	n/a
ds001653	breathing_rate	207	False	n/a	n/a	n/a
ds001653	breathing_rate	210	False	n/a	n/a	n/a
ds001653	breathing_rate	150	False	n/a	n/a	n/a
ds001653	breathing_rate	280	False	n/a	n/a	n/a
ds001653	breathing_rate	90	False	n/a	n/a	n/a
ds001653	breathing_rate	91	False	n/a	n/a	n/a
ds001653	breathing_rate	220	False	n/a	n/a	n/a
ds001653	breathing_rate	160	False	n/a	n/a	n/a
ds001653	breathing_rate	290	False	n/a	n/a	n/a
ds001653	breathing_rate	230	False	n/a	n/a	n/a
ds001653	breathing_rate	170	False	n/a	n/a	n/a
ds001653	breathing_rate	300	False	n/a	n/a	n/a
ds001653	breathing_rate	240	False	n/a	n/a	n/a
ds001653	breathing_rate	180	False	n/a	n/a	n/a
ds001653	breathing_rate	252	False	n/a	n/a	n/a
ds001653	breathing_rate	190	False	n/a	n/a	n/a
ds001653	condition	n/a	True	Animals underwent one of the following condition	n/a	n/a
ds001653	condition	awake	False	Awake sate. Animals underwent incremental aclimatisation training over 10 days, 2 x 2 min, 2 x 5 min, 2 x 10 min, 2 x 30 min, 2 x 60 min, animal body was wrapped in padded fabric to restrain movement	n/a	n/a
ds001653	condition	iso	False	Isoflurane 1% in air/O2 1:1 mix, free-breathing	n/a	n/a
ds001653	condition	mediso	False	Medetomidine 0.05mg/kg bolus / 0.1 mg/kg/h infusion (i.v.) + Isoflurane 0.5% in air/O2 1:1 mix, mechanically ventilated	n/a	n/a
ds001705	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001705	age	n/a	True	Age of the participant	n/a	n/a
ds001705	sex	n/a	True	Sex of the participant	n/a	n/a
ds001705	sex	M	False	male	n/a	n/a
ds001705	sex	F	False	female	n/a	n/a
ds001705	weight	n/a	True	Weight of the participant	n/a	n/a
ds001720	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001720	dataset	n/a	True	dataset identification	n/a	n/a
ds001720	gender	n/a	True	C57Bl/6J mice	n/a	n/a
ds001720	gender	m	False	Male	n/a	n/a
ds001720	gender	f	False	Female	n/a	n/a
ds001720	field	n/a	True	Field strength of the MRI system	n/a	n/a
ds001720	coil	n/a	True	Radio-frequency coil system	n/a	n/a
ds001720	coil	Cryo	False	Bruker Cryoprobe	n/a	n/a
ds001720	coil	RT	False	room-temperature coil	n/a	n/a
ds001720	breathing	n/a	True	Breathing condition	n/a	n/a
ds001720	breathing	v	False	Mechanically ventilated	n/a	n/a
ds001720	breathing	f	False	Free-breathing	n/a	n/a
ds001720	sedation	n/a	True	Sedation protocol	n/a	n/a
ds001720	sedation	Mediso	False	Combination of medetomidine and isolfurane	n/a	n/a
ds001720	sedation	Med	False	Medetomidine	n/a	n/a
ds001720	sedation	Iso	False	Isoflurane	n/a	n/a
ds001720	sedation	Hal	False	Halothane	n/a	n/a
ds001720	sedation	Awake	False	Awake (no sedation)	n/a	n/a
ds001720	med.bolus	n/a	True	Bolus of medetomidine in mg / kg	n/a	n/a
ds001720	med.infusion	n/a	True	Infusion of medetomidine in mg / kg / h	n/a	n/a
ds001720	med.route	n/a	True	Route of injection for medetomidine	n/a	n/a
ds001720	isoflurane	n/a	True	Percentage of either isoflurane or halothane	n/a	n/a
ds001722	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001722	sex	n/a	True	n/a	n/a	n/a
ds001722	Unnamed: 2	n/a	True	n/a	n/a	n/a
ds001725	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001725	gender	n/a	True	C57Bl/6J mice	n/a	n/a
ds001725	gender	m	False	Male	n/a	n/a
ds001725	gender	f	False	Female	n/a	n/a
ds001725	condition	n/a	True	Experimental group	n/a	n/a
ds001725	condition	veh	False	Vehicle	n/a	n/a
ds001725	condition	psi1	False	Psilocybin 1 mg/kg	n/a	n/a
ds001725	condition	psi2	False	Psilocybin 2 mg/kg	n/a	n/a
ds001725	weight	n/a	True	animal weight in gram	n/a	n/a
ds001728	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001728	Unnamed: 1	n/a	True	n/a	n/a	n/a
ds001734	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001734	group	n/a	True	n/a	n/a	n/a
ds001734	gender	n/a	True	n/a	n/a	n/a
ds001734	age	n/a	True	n/a	n/a	n/a
ds001740	participant_id	n/a	True	anonymized, BIDS compatible identification	nb:ParticipantID	n/a
ds001740	sex	n/a	True	n/a	n/a	n/a
ds001740	sex	M	False	Male	n/a	n/a
ds001740	sex	F	False	Female	n/a	n/a
ds001740	age	n/a	True	Age of the subject at time of scan with 3 digits	n/a	n/a
ds001743	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001743	group	n/a	True	n/a	n/a	n/a
ds001743	gender	n/a	True	n/a	n/a	n/a
ds001743	age	n/a	True	n/a	n/a	n/a
ds001743	VA_OD	n/a	True	n/a	n/a	n/a
ds001743	VA_OS	n/a	True	n/a	n/a	n/a
ds001743	VFI_OD	n/a	True	n/a	n/a	n/a
ds001743	VFI_OS	n/a	True	n/a	n/a	n/a
ds001743	vCD_OD	n/a	True	n/a	n/a	n/a
ds001743	vCD_OS	n/a	True	n/a	n/a	n/a
ds001743	RNFL_OD	n/a	True	n/a	n/a	n/a
ds001743	RNFL_OS	n/a	True	n/a	n/a	n/a
ds001743	affected_eye	n/a	True	n/a	n/a	n/a
ds001743	dominant_eye	n/a	True	n/a	n/a	n/a
ds001747	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001747	group	n/a	True	Second language acquisition group	n/a	n/a
ds001747	group	MC	False	Monolingual control	n/a	n/a
ds001747	group	EB	False	Early-acquisition bilingual	n/a	n/a
ds001747	group	LB	False	Late-acquisition bilingual	n/a	n/a
ds001747	sex	n/a	True	n/a	n/a	n/a
ds001747	age	n/a	True	n/a	n/a	n/a
ds001747	ethnicity	n/a	True	Self-reported ethnicity	n/a	n/a
ds001747	ethnicity	1	False	White	n/a	n/a
ds001747	ethnicity	2	False	Hispanic or Latino/a	n/a	n/a
ds001747	ethnicity	3	False	Hispanic or Latino/a,White	n/a	n/a
ds001747	ethnicity	1	False	n/a	n/a	n/a
ds001747	ethnicity	2	False	n/a	n/a	n/a
ds001747	ethnicity	3	False	n/a	n/a	n/a
ds001747	years_education	n/a	True	n/a	n/a	n/a
ds001747	years_education	16	False	n/a	n/a	n/a
ds001747	years_education	18	False	n/a	n/a	n/a
ds001747	years_education	14	False	n/a	n/a	n/a
ds001747	eng_proficiency_score	n/a	True	n/a	n/a	n/a
ds001747	sp_proficiency_score	n/a	True	n/a	n/a	n/a
ds001747	num_lang	n/a	True	n/a	n/a	n/a
ds001748	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001748	age	n/a	True	n/a	n/a	n/a
ds001748	sex	n/a	True	n/a	n/a	n/a
ds001748	group	n/a	True	n/a	n/a	n/a
ds001761	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001761	age	n/a	True	n/a	n/a	n/a
ds001761	sex	n/a	True	n/a	n/a	n/a
ds001771	participant_id	n/a	True	n/a	nb:ParticipantID	n/a
ds001771	age	n/a	True	Age of the subject	n/a	n/a
ds001771	sex	n/a	True	Sex of the subject. 'F' for female and 'M' for male.	n/a	n/a
ds001771	PC_run1	n/a	True	Percent of correct answers in run 1	n/a	n/a
ds001771	PC_run2	n/a	True	Percent of correct answers in run 2	n/a	n/a
ds001771	PC_run3	n/a	True	Percent of correct answers in run 3	n/a	n/a
ds001771	PC_run4	n/a	True	Percent of correct answers in run 4	n/a	n/a
ds001771	mean_PC	n/a	True	Average of percent of correct answers across all runs	n/a	n/a
ds001771	RT_run1	n/a	True	Average reaction time in run 1	n/a	n/a
ds001771	RT_run2	n/a	True	Average reaction time in run 2	n/a	n/a
ds001771	RT_run3	n/a	True	Average reaction time in run 3	n/a	n/a
ds001771	RT_run4	n/a	True	Average reaction time in run 4	n/a	n/a
ds001771	mean_RT	n/a	True	Average reaction time across all runs	n/a	n/a
ds001771	miss_ans_run1	n/a	True	Percent of trials without any answer in run 1	n/a	n/a
ds001771	miss_ans_run2	n/a	True	Percent of trials without any answer in run 2	n/a	n/a
ds001771	miss_ans_run3	n/a	True	Percent of trials without any answer in run 3	n/a	n/a
ds001771	miss_ans_run4	n/a	True	Percent of trials without any answer in run 4	n/a	n/a
ds001771	mean_miss_ans	n/a	True	Average of missing response (in percent) across all runs	n/a	n/a
ds001771	PC_anne1	n/a	True	Percent of correct answer when Anne is speaking in run 1	n/a	n/a
ds001771	PC_anne2	n/a	True	Percent of correct answer when Anne is speaking in run 2	n/a	n/a
ds001771	PC_anne3	n/a	True	Percent of correct answer when Anne is speaking in run 3	n/a	n/a
ds001771	PC_anne4	n/a	True	Percent of correct answer when Anne is speaking in run 4	n/a	n/a
ds001771	mean_PC_anne	n/a	True	Average percent of correct answer when Anne is speaking across all runs	n/a	n/a
ds001771	PC_betty1	n/a	True	Percent of correct answer when Betty is speaking in run 1	n/a	n/a
ds001771	PC_betty2	n/a	True	Percent of correct answer when Betty is speaking in run 2	n/a	n/a
ds001771	PC_betty3	n/a	True	Percent of correct answer when Betty is speaking in run 3	n/a	n/a
ds001771	PC_betty4	n/a	True	Percent of correct answer when Betty is speaking in run 4	n/a	n/a
ds001771	mean_PC_betty	n/a	True	Average percent of correct answer when Betty is speaking across all runs	n/a	n/a
ds001771	PC_chloe1	n/a	True	Percent of correct answer when Chloe is speaking in run 1	n/a	n/a
ds001771	PC_chloe2	n/a	True	Percent of correct answer when Chloe is speaking in run 2	n/a	n/a
ds001771	PC_chloe3	n/a	True	Percent of correct answer when Chloe is speaking in run 3	n/a	n/a
ds001771	PC_chloe4	n/a	True	Percent of correct answer when Chloe is speaking in run 4	n/a	n/a
ds001771	mean_PC_chloe	n/a	True	Average percent of correct answer when Chloe is speaking across all runs	n/a	n/a
ds001771	RT_anne1	n/a	True	Average reaction time when Anne is speaking in run 1	n/a	n/a
ds001771	RT_anne2	n/a	True	Average reaction time when Anne is speaking in run 2	n/a	n/a
ds001771	RT_anne3	n/a	True	Average reaction time when Anne is speaking in run 3	n/a	n/a
ds001771	RT_anne4	n/a	True	Average reaction time when Anne is speaking in run 4	n/a	n/a
ds001771	mean_RT_anne	n/a	True	Average reaction time when Anne is speaking across all runs	n/a	n/a
ds001771	RT_betty1	n/a	True	Average reaction time when Betty is speaking in run 1	n/a	n/a
ds001771	RT_betty2	n/a	True	Average reaction time when Betty is speaking in run 2	n/a	n/a
ds001771	RT_betty3	n/a	True	Average reaction time when Betty is speaking in run 3	n/a	n/a
ds001771	RT_betty4	n/a	True	Average reaction time when Betty is speaking in run 4	n/a	n/a
ds001771	mean_RT_betty	n/a	True	Average reaction time when Betty is speaking across all runs	n/a	n/a
ds001771	RT_chloe1	n/a	True	Average reaction time when Chloe is speaking in run 1	n/a	n/a
ds001771	RT_chloe2	n/a	True	Average reaction time when Chloe is speaking in run 2	n/a	n/a
ds001771	RT_chloe3	n/a	True	Average reaction time when Chloe is speaking in run 3	n/a	n/a
ds001771	RT_chloe4	n/a	True	Average reaction time when Chloe is speaking in run 4	n/a	n/a
ds001771	mean_RT_chloe	n/a	True	Average reaction time when Chloe is speaking across all runs	n/a	n/a
ds001771	PC_voices_lab	n/a	True	Percent of good detection of voices vs. bells during laboratory behavioral session	n/a	n/a
ds001771	PC_bells_lab	n/a	True	Percent of good detection of voices vs. bells during laboratory behavioral session	n/a	n/a
ds001771	difference_PC	n/a	True	PC_bells_lab - PC_voices_lab	n/a	n/a
ds001771	d'_voices	n/a	True	NC	n/a	n/a
ds001771	d'_bells	n/a	True	NC	n/a	n/a
ds001771	rt_voices	n/a	True	Reaction time for voices detection of voices vs. bells classification during laboratory behavioral session	n/a	n/a
ds001771	rt_bells	n/a	True	Reaction time for bells detection of voices vs. bells classification during laboratory behavioral session	n/a	n/a
ds001784	participant_id	n/a	True	ID number assigned to participant (prefix sub-).	nb:ParticipantID	n/a
ds001784	study_id	n/a	True	Anonymized participant identifier in larger DBS study.	n/a	n/a
ds001784	gender	n/a	True	Participant's reported gender.	n/a	n/a
ds001784	gender	F	False	female	n/a	n/a
ds001784	gender	M	False	male	n/a	n/a
ds001784	age	n/a	True	Age of participant in years (rounded to protect identities).	n/a	n/a
ds001784	behavior	n/a	True	Whether affective MSIT behavioral data is available for the participant.	n/a	n/a
ds001784	behavior	True	False	n/a	n/a	n/a
ds001784	mri	n/a	True	Whether an anatomical MRI scan is available for the participant.	n/a	n/a
ds001784	mri	False	False	n/a	n/a	n/a
ds001784	mri	True	False	n/a	n/a	n/a
ds001784	eeg	n/a	True	Whether task EEG data is available for the participant.	n/a	n/a
ds001784	eeg	False	False	n/a	n/a	n/a
ds001784	eeg	True	False	n/a	n/a	n/a
ds001784	rest	n/a	True	Whether resting state EEG data is available for the participant.	n/a	n/a
ds001784	rest	False	False	n/a	n/a	n/a
ds001784	rest	True	False	n/a	n/a	n/a
ds001784	dx	n/a	True	Primary diagnosis for participant.	n/a	n/a
ds001784	dx	MDD	False	major depressive disorder	n/a	n/a
ds001784	dx	OCD	False	obsessive compulsive disorder	n/a	n/a
ds001784	ybocs_bl	n/a	True	Summary score on the Yale-Brown Obessive Compulsive Scale (Y-BOCS) immediately prior to surgery.	n/a	n/a
ds001784	ybocs_fu	n/a	True	Summary score on the Yale-Brown Obessive Compulsive Scale (Y-BOCS) at follow-up visit (i.e. time of EEG data collection).	n/a	n/a
ds001784	madrs_bl	n/a	True	Summary score on the Montgomery-Asberg Depression Rating Scale (MADRS) immediately prior to surgery.	n/a	n/a
ds001784	madrs_bl	33	False	n/a	n/a	n/a
ds001784	madrs_bl	34	False	n/a	n/a	n/a
ds001784	madrs_bl	35	False	n/a	n/a	n/a
ds001784	madrs_bl	36	False	n/a	n/a	n/a
ds001784	madrs_bl	2	False	n/a	n/a	n/a
ds001784	madrs_bl	38	False	n/a	n/a	n/a
ds001784	madrs_bl	42	False	n/a	n/a	n/a
ds001784	madrs_bl	44	False	n/a	n/a	n/a
ds001784	madrs_fu	n/a	True	Summary score on the Montgomery-Asberg Depression Rating Scale (MADRS) at follow-up visit (i.e. time of EEG data collection).	n/a	n/a
ds001784	madrs_fu	3	False	n/a	n/a	n/a
ds001784	madrs_fu	4	False	n/a	n/a	n/a
ds001784	madrs_fu	38	False	n/a	n/a	n/a
ds001784	madrs_fu	9	False	n/a	n/a	n/a
ds001784	madrs_fu	10	False	n/a	n/a	n/a
ds001784	madrs_fu	11	False	n/a	n/a	n/a
ds001784	madrs_fu	24	False	n/a	n/a	n/a
ds001784	madrs_fu	28	False	n/a	n/a	n/a
ds001784	madrs_fu	29	False	n/a	n/a	n/a
ds001784	madrs_fu	30	False	n/a	n/a	n/a
ds001784	responder	n/a	True	Whether the participant achieved clinical response at any point during his/her clinical trial; the criterion was a 50% drop in MADRS or a 35% drop in YBOCS. This may not have corresponded to the score at the time of study data collection.	n/a	n/a
ds001784	responder	False	False	n/a	n/a	n/a
ds001784	responder	True	False	n/a	n/a	n/a
ds001784	hypomania	n/a	True	Whether the participant ever experienced a hypomanic episode following DBS surgery.	n/a	n/a
ds001784	dbs_stim_freq	n/a	True	Frequency of participant's chronic deep brain stimulation.	n/a	n/a
ds001784	dbs_stim_freq	130	False	n/a	n/a	n/a
ds001784	dbs_stim_freq	50	False	n/a	n/a	n/a
ds001784	dbs_stim_freq	100	False	n/a	n/a	n/a
ds001784	dbs_stim_freq	120	False	n/a	n/a	n/a
ds001784	dbs_stim_freq	90	False	n/a	n/a	n/a
ds001796	participant_id	n/a	True	participant_id	nb:ParticipantID	n/a
ds001796	age	n/a	True	age of the participant	n/a	n/a
ds001796	sex	n/a	True	sex of the participant	n/a	n/a
ds001796	handedness	n/a	True	participant handedness	n/a	n/a
ds001796	qpt_score	n/a	True	performance on the Oxford Quick Placement Test- score is #/60	n/a	n/a
ds001796	Otherlang_exposure	n/a	True	measure of current exposure to languages other than native language and second langauge (L2)	n/a	n/a
ds001796	aoa(log)	n/a	True	age of acquisition (aoa) of the second langauge (L2)-log-transformed	n/a	n/a
ds001796	immersion(log)	n/a	True	months in continuous L2 immersion- log-transformed	n/a	n/a
ds001796	l2_home	n/a	True	score indexing extent of L2 us in home settings	n/a	n/a
ds001796	l2_social	n/a	True	score indexing degree of L2 us in social/community settings	n/a	n/a
ds001796	years_active_l2(log)	n/a	True	number of years actively using the L2-log-transformed	n/a	n/a
ds001796	immers_active_l2(log)	n/a	True	number of monthis in immersion actively engaged with the L2- log-transformed	n/a	n/a
ds001814	participant_id	n/a	True	ID number assigned to participant (prefix sub-).	nb:ParticipantID	n/a
ds001814	gender	n/a	True	Participant's reported gender.	n/a	n/a
ds001814	gender	F	False	female	n/a	n/a
ds001814	gender	M	False	male	n/a	n/a
ds001814	age	n/a	True	Age of participant in years.	n/a	n/a
ds001814	scanner	n/a	True	Type of Siemens scanner data used to collect data.	n/a	n/a
